"Format","AiM CSV File"
"Session","Rust kart"
"Vehicle","Rotax Max"
"Racer","Maxim"
"Championship",""
"Comment","Rustavi practice"
"Date","Saturday, July 26, 2025"
"Time","11:15 AM"
"Sample Rate","20"
"Duration","462.996"
"Segment","Session"
"Beacon Markers","68.943","131.836","193.826","255.808","317.364","378.351","444.859","462.996"
"Segment Times","1:08.943","1:02.893","1:01.990","1:01.982","1:01.556","1:00.987","1:06.508","0:18.137"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","InlineAcc","LateralAcc","VerticalAcc","G Lat Smth","G Long Smth","G sum smth","G Lat imu f","G Long imu f"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","g","g","g","g","g","g","g","g"

"0.000","21.0339","13","0.0000","0.0000","0.1395","47.5484","0.0000","410.2782","9.2000","0.1700","10000.0000","41.56628374","44.95084408","0.2905","-0.2272","-1.1689","-0.0000","0.0000","0.0000","-0.2272","0.2905"
"0.050","21.0339","13","0.0000","0.0000","0.1395","47.5484","0.0000","410.2782","9.2000","0.1700","10000.0000","41.56628374","44.95084408","0.2979","-0.2595","-1.2256","0.0000","0.0000","0.0005","-0.2600","0.3005"
"0.100","21.0339","13","0.0000","0.0000","0.1395","47.5484","0.0000","410.2782","9.2000","0.1700","10000.0000","41.56628374","44.95084408","0.3657","-0.2603","-1.1621","0.0000","0.0000","-0.0032","-0.2603","0.3657"
"0.150","21.0414","13","-0.0044","0.0053","0.1395","47.5315","-0.4217","410.2788","9.2000","0.1700","794.2158","41.56628382","44.95084418","0.3313","-0.3220","-1.0957","0.0197","0.0053","0.0291","-0.3160","0.3326"
"0.200","21.2100","13","-0.0185","0.0935","0.1312","47.3748","-1.8106","410.2852","9.2000","0.1700","186.4384","41.56628565","44.95084680","0.3618","-0.2949","-1.2002","-0.0109","0.0935","0.0953","-0.2949","0.3657"
"0.250","21.4351","13","0.1885","0.1445","0.1040","48.2290","17.9452","410.2726","9.2000","0.1700","19.0106","41.56628740","44.95084970","0.3940","-0.3303","-1.2520","0.0053","0.1445","0.1259","-0.2980","0.3947"
"0.300","21.7282","13","0.1116","0.1561","0.1063","48.8648","10.5294","410.2774","9.2000","0.1700","32.8427","41.56628921","44.95085260","0.4185","-0.2976","-1.2178","-0.0029","0.1561","0.1450","-0.3074","0.3984"
"0.350","21.9274","13","-0.0894","0.1076","0.1068","48.5783","-8.3047","410.2801","9.2000","0.1700","42.0224","41.56629115","44.95085538","0.4846","-0.2988","-1.1631","-0.0073","0.1076","0.1485","-0.3079","0.4064"
"0.400","22.1970","13","-0.1316","0.1452","0.0828","48.0274","-12.0641","410.2769","9.2000","0.1700","29.2833","41.56629313","44.95085816","0.4119","-0.2971","-1.1973","-0.0107","0.1452","0.1755","-0.2983","0.4185"
"0.450","22.4035","13","-0.1260","0.1356","0.0825","47.3250","-11.4890","410.2730","9.2000","0.1700","31.0353","41.56629511","44.95086089","0.3958","-0.3901","-1.2754","-0.0362","0.1356","0.2118","-0.2974","0.4185"
"0.500","22.8770","13","0.1372","0.2844","0.0400","47.8075","12.3165","410.2616","9.2000","0.1620","29.5618","41.56629716","44.95086399","0.4497","-0.3501","-1.2695","-0.0331","0.1354","0.2244","-0.2883","0.4185"
"0.550","23.2737","13","-0.0246","0.2095","0.0468","47.8410","-2.1720","410.2566","9.2000","0.1600","170.5393","41.56629916","44.95086707","0.4622","-0.2146","-1.2764","-0.0173","0.1448","0.2218","-0.2172","0.4052"
"0.600","23.3332","13","0.0146","0.0354","0.0362","47.9127","1.2670","410.2678","9.2000","0.1630","293.0952","41.56630111","44.95086995","0.4094","-0.1389","-1.2314","-0.0308","0.1536","0.2199","-0.1417","0.3953"
"0.650","23.5038","13","0.3850","0.1152","0.0032","49.2381","33.3029","410.2599","9.2000","0.1700","11.2325","41.56630284","44.95087320","0.3030","-0.1404","-1.1562","-0.0479","0.1618","0.2243","-0.1358","0.3007"
"0.700","23.7794","13","-0.1352","0.2786","-0.0680","50.5040","-11.4744","410.2480","9.2800","0.1700","32.9830","41.56630463","44.95087660","0.1581","-0.0947","-0.9834","-0.0551","0.1698","0.2236","-0.0947","0.2075"
"0.750","24.4380","13","0.0708","0.1995","-0.1041","50.1980","5.9559","410.2323","9.3000","0.1695","65.3034","41.56630681","44.95087996","0.1252","0.0038","-0.8604","-0.0400","0.1735","0.2218","-0.0825","0.2075"
"0.800","24.6572","13","0.0537","0.1929","-0.1128","49.4728","4.4639","410.2213","9.3000","0.1600","87.9127","41.56630889","44.95088311","0.0731","-0.0145","-0.8491","-0.0356","0.1736","0.2142","-0.0825","0.2075"
"0.850","24.9646","13","0.0039","0.1829","-0.0996","49.2165","0.3318","410.2014","9.3000","0.1600","1197.6332","41.56631102","44.95088642","0.1589","-0.0605","-0.8877","-0.0315","0.1719","0.2125","-0.0825","0.2075"
"0.900","25.4247","13","-0.0388","0.1834","-0.2267","49.1437","-3.1259","410.1791","9.3000","0.1600","129.4494","41.56631320","44.95088988","0.2319","-0.0514","-0.9575","-0.0057","0.1717","0.2287","-0.0825","0.2207"
"0.950","25.8074","13","-0.0508","0.1797","-0.2605","49.2276","-4.0501","410.1620","9.3000","0.1600","101.4147","41.56631532","44.95089335","0.2379","-0.1100","-0.9717","-0.0164","0.1693","0.2259","-0.1140","0.2212"
"1.000","26.0085","13","-0.0202","0.1944","-0.2296","49.2925","-1.5978","410.1479","9.3000","0.1600","259.0643","41.56631755","44.95089676","0.2357","-0.2118","-0.9734","-0.0366","0.1664","0.2086","-0.1626","0.2212"
"1.050","26.3141","13","0.0162","0.1972","-0.3741","49.5747","1.2549","410.0971","9.3000","0.1600","333.7368","41.56631968","44.95090048","0.2539","-0.2144","-0.9443","-0.0505","0.1558","0.2049","-0.1998","0.2242"
"1.100","26.4766","13","0.0549","0.1835","-0.4403","49.5278","4.2028","410.0700","9.3000","0.1600","100.2638","41.56632189","44.95090395","0.2212","-0.1626","-0.8435","-0.0652","0.1476","0.2001","-0.2081","0.2319"
"1.150","26.6087","13","0.1223","0.1741","-0.4773","49.4855","9.2613","410.0569","9.3000","0.1600","45.7268","41.56632408","44.95090745","0.1538","-0.2288","-0.8979","-0.0794","0.1474","0.1933","-0.2081","0.2209"
"1.200","27.2638","13","0.2001","0.1725","-0.6256","50.0892","14.9869","409.9872","9.3000","0.1600","28.9531","41.56632626","44.95091169","0.1682","-0.2224","-0.9856","-0.0889","0.1450","0.1863","-0.2081","0.2059"
"1.250","27.7335","13","0.1666","0.1715","-0.7264","51.1198","12.3385","409.9330","9.3000","0.1600","35.7736","41.56632833","44.95091588","0.2212","-0.2510","-0.9741","-0.0842","0.1355","0.1842","-0.1625","0.1932"
"1.300","27.9303","13","0.1250","0.1454","-0.7136","52.1409","9.1576","409.9258","9.3000","0.1600","48.5417","41.56633038","44.95091987","0.2196","-0.1031","-0.9004","-0.0661","0.1297","0.1875","-0.1283","0.1932"
"1.350","28.2078","13","0.0820","0.1215","-0.6901","52.5543","5.9550","409.9346","9.3000","0.1600","75.3893","41.56633242","44.95092387","0.1486","-0.0823","-0.8931","-0.0347","0.1236","0.1953","-0.1283","0.1964"
"1.400","28.3500","13","0.0285","0.1040","-0.6723","52.4411","2.0573","409.9414","9.3000","0.1630","219.3139","41.56633462","44.95092749","0.1156","0.0031","-0.9001","0.0113","0.1178","0.2057","-0.1283","0.2059"
"1.450","28.3530","13","-0.0580","0.0934","-0.6233","52.2979","-4.1445","409.9568","9.3000","0.1700","108.8788","41.56633682","44.95093111","0.2004","-0.0718","-1.0098","0.0678","0.1118","0.2126","-0.1030","0.2196"
"1.500","28.3643","13","-0.1476","0.0745","-0.6114","51.9662","-10.5003","409.9536","9.3000","0.1700","42.9922","41.56633906","44.95093467","0.2810","-0.1283","-1.0376","0.1185","0.1067","0.2104","-0.0867","0.2040"
"1.550","28.4540","13","-0.2237","0.0635","-0.7511","51.1918","-15.8455","409.8988","9.3000","0.1700","28.5797","41.56634150","44.95093843","0.4043","-0.3181","-1.2510","0.1589","0.1023","0.2037","-0.0951","0.2150"
"1.600","28.6655","13","-0.2826","0.0359","-0.7908","49.2920","-19.9472","409.8761","9.3000","0.1700","22.8717","41.56634424","44.95094179","0.3274","-0.1675","-1.1924","0.1860","0.0986","0.1923","-0.1144","0.2659"
"1.650","28.7976","13","-0.3037","0.0310","-0.8292","48.1541","-21.3986","409.8485","9.3000","0.1700","21.4186","41.56634689","44.95094517","0.1798","-0.0970","-0.9277","0.1907","0.0964","0.1879","-0.1144","0.2889"
"1.700","28.8952","13","-0.2861","0.0647","-0.9027","47.7667","-20.1204","409.8032","9.3000","0.1700","22.8565","41.56634941","44.95094866","0.1565","-0.0653","-0.8894","0.1752","0.0953","0.1927","-0.1295","0.2942"
"1.750","29.1840","13","-0.2252","0.0804","-1.0540","46.9202","-15.7738","409.7389","9.3000","0.1700","29.4461","41.56635228","44.95095242","0.2830","-0.2566","-1.1924","0.1420","0.0950","0.1999","-0.1212","0.2860"
"1.800","29.2963","13","-0.1446","0.0762","-1.1652","46.1671","-10.0858","409.6990","9.3000","0.1700","46.2298","41.56635497","44.95095594","0.3223","-0.0645","-1.1567","0.0970","0.0946","0.2028","-0.1029","0.2766"
"1.850","29.2402","13","-0.0218","0.0650","-1.2123","46.1102","-1.5182","409.6674","9.3550","0.1700","306.5299","41.56635755","44.95095941","0.3123","-0.0143","-1.1172","0.0454","0.0944","0.1972","-0.1107","0.2659"
"1.900","29.0266","13","0.0767","0.0629","-1.2428","46.4414","5.3027","409.6605","9.4000","0.1700","87.1207","41.56636001","44.95096291","0.2766","-0.1775","-1.2041","-0.0030","0.0945","0.1851","-0.1295","0.2659"
"1.950","29.3157","13","0.1549","0.0558","-1.0608","46.9214","10.6674","409.7125","9.4000","0.1700","43.7380","41.56636237","44.95096648","0.2354","-0.0370","-1.0420","-0.0428","0.0954","0.1715","-0.1484","0.2847"
"2.000","29.6143","13","0.1731","0.0733","-1.0039","47.3564","11.8822","409.7136","9.4000","0.1700","39.6667","41.56636484","44.95097024","0.2817","-0.1186","-1.1606","-0.0727","0.0966","0.1600","-0.1484","0.2817"
"2.050","29.9637","13","0.1686","0.1012","-1.0364","47.9651","11.5196","409.6910","9.4000","0.1700","41.3978","41.56636721","44.95097435","0.2273","-0.3357","-1.3916","-0.0869","0.0983","0.1531","-0.1775","0.2609"
"2.100","30.0932","13","0.1199","0.1207","-1.0961","48.9048","8.1447","409.6479","9.4000","0.1700","58.8047","41.56636947","44.95097869","0.2585","-0.1650","-1.1929","-0.0865","0.0998","0.1514","-0.1775","0.2477"
"2.150","30.0064","13","0.0604","0.1360","-1.1485","49.9385","4.0698","409.6341","9.4000","0.1710","117.3442","41.56637166","44.95098285","0.3577","-0.3179","-1.2080","-0.0799","0.1025","0.1603","-0.1650","0.2482"
"2.200","30.3421","13","0.0358","0.1528","-1.0805","49.9785","2.3989","409.6374","9.4000","0.1960","201.3081","41.56637415","44.95098687","0.2131","-0.5796","-1.3149","-0.0741","0.1061","0.1718","-0.2142","0.2593"
"2.250","30.7822","13","-0.0031","0.1657","-1.1425","48.9067","-0.1991","409.6041","9.4000","0.2540","2460.5396","41.56637709","44.95099053","0.1469","-0.1672","-1.0576","-0.0756","0.1082","0.1859","-0.2008","0.2522"
"2.300","31.1326","13","-0.0181","0.1630","-1.1608","48.1699","-1.1871","409.5756","9.4000","0.2740","417.4006","41.56638004","44.95099431","0.2152","0.0356","-0.9460","-0.0895","0.1089","0.2062","-0.1526","0.2554"
"2.350","31.3032","13","0.0252","0.1410","-1.1418","48.3168","1.6403","409.5759","9.4000","0.2395","303.7339","41.56638260","44.95099828","0.3013","-0.1353","-0.9517","-0.1201","0.1087","0.2342","-0.1111","0.2523"
"2.400","31.5755","13","0.1116","0.1241","-1.0837","48.8764","7.1975","409.5887","9.4300","0.2240","69.8215","41.56638513","44.95100251","0.3035","-0.2296","-1.2334","-0.1675","0.1079","0.2700","-0.0950","0.2502"
"2.450","31.6078","13","0.1898","0.1233","-1.0656","49.6039","12.1602","409.5919","9.5000","0.2045","41.3690","41.56638751","44.95100670","0.2222","-0.0316","-1.1484","-0.2268","0.1056","0.3068","-0.0950","0.2502"
"2.500","32.0435","13","0.2930","0.1173","-1.0655","50.2685","18.6493","409.5818","9.5000","0.2000","27.3462","41.56639000","44.95101124","0.2527","0.1580","-0.9438","-0.2893","0.1031","0.3386","-0.0950","0.2502"
"2.550","32.1754","12","0.3963","0.1104","-0.9866","52.2232","25.0681","409.6198","9.5000","0.2005","20.4279","41.56639184","44.95101610","0.2529","0.0566","-0.9194","-0.3473","0.0998","0.3632","-0.0690","0.2330"
"2.600","32.3343","12","0.4967","0.0959","-0.8890","54.1449","31.2385","409.6466","9.5000","0.2100","16.4738","41.56639358","44.95102106","0.1947","-0.2410","-1.0923","-0.3930","0.0951","0.3834","-0.0431","0.1976"
"2.650","32.4489","12","0.5563","0.0928","-0.8703","55.4197","34.8193","409.6484","9.5000","0.2155","14.8320","41.56639552","44.95102593","0.1810","-0.1897","-1.0781","-0.4222","0.0888","0.3976","-0.0431","0.1859"
"2.700","32.5963","12","0.5433","0.1055","-0.9030","57.3027","33.8469","409.6225","9.5000","0.2200","15.3274","41.56639711","44.95103128","0.1820","-0.0019","-1.0381","-0.4338","0.0814","0.4032","-0.1230","0.1732"
"2.750","32.7401","11","0.4996","0.1101","-0.8755","58.6539","30.9596","409.6328","9.5000","0.2100","16.8308","41.56639883","44.95103636","0.0466","0.0079","-1.0449","-0.4264","0.0730","0.3976","-0.2386","0.1337"
"2.800","32.8986","11","0.4249","0.0948","-0.8795","59.6319","26.1844","409.6246","9.5000","0.2070","19.9965","41.56640055","44.95104150","0.0739","-0.2386","-1.0605","-0.4005","0.0637","0.3806","-0.2386","0.1013"
"2.850","33.0412","12","0.3769","0.0708","-0.9166","61.0218","23.1201","409.6178","9.5000","0.2000","22.7450","41.56640212","44.95104662","0.1376","-0.3845","-1.1123","-0.3576","0.0539","0.3517","-0.1281","0.1013"
"2.900","33.2545","12","0.2972","0.0486","-0.8880","61.9549","18.1617","409.6308","9.5000","0.2000","29.1418","41.56640385","44.95105178","0.0858","-0.3911","-1.1602","-0.3055","0.0447","0.3082","-0.1230","0.1013"
"2.950","33.3167","12","0.2276","0.0148","-0.9118","62.7104","13.8762","409.6201","9.5000","0.1900","38.2132","41.56640553","44.95105695","0.1012","-0.1981","-1.1055","-0.2481","0.0353","0.2586","-0.1932","0.1043"
"3.000","33.3105","12","0.1626","0.0031","-0.9726","63.3177","9.9098","409.5978","9.5000","0.1900","53.4978","41.56640717","44.95106199","0.0929","-0.0231","-1.0327","-0.1926","0.0254","0.2108","-0.2386","0.1122"
"3.050","33.2019","11","0.1332","0.0035","-0.9742","63.6104","8.1168","409.6037","9.5000","0.1900","65.1024","41.56640886","44.95106691","0.1166","-0.0399","-0.9048","-0.1428","0.0155","0.1723","-0.1821","0.1184"
"3.100","33.1278","11","0.0889","0.0035","-0.9723","63.8340","5.4169","409.6109","9.5000","0.1900","97.3327","41.56641065","44.95107175","0.1238","-0.1692","-0.9661","-0.0929","0.0060","0.1435","-0.1584","0.1184"
"3.150","33.0765","12","0.0234","-0.0122","-0.9889","63.9609","1.4276","409.5974","9.5000","0.1900","368.7574","41.56641249","44.95107668","0.2134","-0.2822","-1.0449","-0.0476","-0.0025","0.1226","-0.1584","0.1184"
"3.200","33.0189","12","-0.0014","-0.0188","-0.9297","63.6469","-0.0872","409.6444","9.5000","0.1900","6025.7607","41.56641438","44.95108131","0.1682","-0.1951","-1.0322","-0.0060","-0.0104","0.1145","-0.1714","0.1184"
"3.250","33.0829","12","-0.0231","-0.0232","-0.9659","63.8824","-1.4074","409.6416","9.5000","0.1900","374.1069","41.56641614","44.95108618","0.1533","-0.0588","-0.9956","0.0341","-0.0175","0.1161","-0.2335","0.1211"
"3.300","33.1268","12","-0.0759","-0.0300","-0.9577","63.9774","-4.6385","409.6363","9.5000","0.1900","113.6630","41.56641794","44.95109099","0.1158","-0.1714","-1.0103","0.0745","-0.0239","0.1280","-0.2681","0.1328"
"3.350","33.1550","12","-0.1116","-0.0426","-0.9472","63.5938","-6.8279","409.6733","9.5000","0.1900","77.2826","41.56641993","44.95109576","0.0071","-0.3201","-1.0000","0.1151","-0.0286","0.1473","-0.3201","0.1210"
"3.400","33.1437","12","-0.1473","-0.0529","-0.9282","62.9323","-9.0322","409.6732","9.5000","0.1900","58.4018","41.56642189","44.95110067","0.0320","-0.4329","-1.0571","0.1546","-0.0316","0.1754","-0.4329","0.1138"
"3.450","32.8429","12","-0.1965","-0.0729","-0.9252","62.2904","-12.0875","409.6824","9.5000","0.1900","43.2441","41.56642377","44.95110523","0.1215","-0.6055","-1.1279","0.1986","-0.0350","0.2147","-0.5034","0.1060"
"3.500","32.5854","12","-0.2316","-0.0843","-0.9945","61.4865","-14.3021","409.6619","9.5000","0.1900","36.2614","41.56642579","44.95110982","0.1241","-0.6909","-1.2417","0.2461","-0.0379","0.2569","-0.5293","0.0662"
"3.550","32.1973","12","-0.2785","-0.0916","-1.0126","61.2174","-17.2784","409.6692","9.5000","0.1900","29.6576","41.56642769","44.95111431","0.1142","-0.6216","-1.2051","0.2917","-0.0402","0.3000","-0.5737","0.0867"
"3.600","32.3203","12","-0.3317","-0.0878","-0.9686","59.8425","-20.6854","409.6826","9.5000","0.1900","24.8675","41.56642999","44.95111887","0.0967","-0.5708","-1.1118","0.3358","-0.0410","0.3403","-0.6123","0.1074"
"3.650","32.0966","12","-0.3918","-0.0841","-0.9689","58.0682","-24.5590","409.7026","9.5000","0.1900","20.8002","41.56643230","44.95112306","-0.0028","-0.4841","-1.1025","0.3778","-0.0417","0.3802","-0.6333","0.1159"
"3.700","31.9914","12","-0.4589","-0.0731","-0.9150","57.1284","-28.8987","409.7394","9.5000","0.1900","17.6188","41.56643456","44.95112733","0.0035","-0.5586","-1.1021","0.4179","-0.0415","0.4198","-0.6753","0.1180"
"3.750","31.8766","12","-0.4772","-0.0438","-0.8577","55.9966","-30.1766","409.7891","9.5000","0.1900","16.8121","41.56643697","44.95113141","0.1696","-0.7280","-1.0674","0.4578","-0.0400","0.4571","-0.7244","0.1490"
"3.800","31.9592","12","-0.5040","-0.0237","-0.7515","54.4386","-31.9527","409.8329","9.5000","0.1930","15.9188","41.56643952","44.95113549","0.1489","-0.7920","-1.0962","0.4959","-0.0359","0.4960","-0.7822","0.1637"
"3.850","31.9715","12","-0.5274","-0.0038","-0.6492","52.5548","-33.4855","409.8765","9.4450","0.2000","15.1959","41.56644225","44.95113931","0.2231","-0.8052","-1.1377","0.5333","-0.0306","0.5369","-0.7822","0.1978"
"3.900","31.8752","12","-0.5543","0.0082","-0.6070","50.4873","-35.2107","409.9068","9.4000","0.2000","14.4078","41.56644507","44.95114309","0.3643","-0.9746","-1.2188","0.5716","-0.0242","0.5800","-0.7822","0.1978"
"3.950","31.7576","12","-0.5941","-0.0228","-0.4968","48.2195","-37.7380","409.9707","9.4000","0.2000","13.3933","41.56644806","44.95114646","0.3242","-0.8906","-1.2305","0.6115","-0.0166","0.6211","-0.7822","0.1978"
"4.000","31.6702","12","-0.6205","-0.0477","-0.4178","46.3525","-39.4938","410.0256","9.4000","0.1970","12.7627","41.56645108","44.95114991","0.2388","-0.8018","-1.2104","0.6533","-0.0081","0.6595","-0.7822","0.1978"
"4.050","31.6373","12","-0.6732","-0.0435","-0.3214","44.6182","-42.9828","410.0723","9.4000","0.1900","11.7145","41.56645411","44.95115324","0.2032","-0.7012","-1.1641","0.6957","0.0003","0.6986","-0.7017","0.1882"
"4.100","31.6478","12","-0.7414","-0.0140","-0.2623","42.8124","-47.4778","410.1160","9.4000","0.1980","10.6090","41.56645735","44.95115642","0.0860","-0.6016","-1.0679","0.7387","0.0090","0.7370","-0.6445","0.1225"
"4.150","31.4394","12","-0.8208","-0.0114","-0.3398","40.5637","-52.6411","410.0839","9.4000","0.2115","9.5054","41.56646050","44.95115939","0.0673","-0.5654","-1.0420","0.7798","0.0175","0.7752","-0.6445","0.1147"
"4.200","31.3802","12","-0.8538","-0.0078","-0.4208","37.2904","-54.8369","410.0613","9.4000","0.2430","9.1076","41.56646390","44.95116196","0.1147","-0.6445","-1.0007","0.8192","0.0259","0.8109","-0.6445","0.1147"
"4.250","31.3727","12","-0.8857","0.0117","-0.3839","34.0745","-56.9678","410.0785","9.4000","0.2500","8.7648","41.56646754","44.95116410","0.0632","-0.6050","-0.9282","0.8548","0.0341","0.8385","-0.6445","0.1147"
"4.300","31.4969","12","-0.9063","0.0629","-0.4089","30.9801","-58.2975","410.0706","9.4000","0.2340","8.5988","41.56647122","44.95116614","0.0726","-0.6270","-0.9170","0.8789","0.0423","0.8566","-0.6592","0.1147"
"4.350","31.5785","12","-0.9244","0.0828","-0.4570","27.7763","-59.3072","410.0705","9.4000","0.2295","8.4743","41.56647512","44.95116782","0.1617","-0.7227","-0.9961","0.8877","0.0505","0.8660","-0.6592","0.1360"
"4.400","32.0922","13","-0.9422","0.0910","-0.2920","25.1817","-60.2295","410.1793","9.4000","0.2170","8.4803","41.56647929","44.95116931","0.2637","-0.7837","-1.0439","0.8831","0.0581","0.8657","-0.6592","0.1494"
"4.450","32.0680","13","-0.9430","0.1070","-0.1101","22.0917","-60.0381","410.2802","9.4000","0.1935","8.5009","41.56648335","44.95117029","0.2842","-0.8179","-1.1299","0.8693","0.0639","0.8559","-0.6292","0.1494"
"4.500","31.8273","13","-0.8872","0.1048","-0.0426","19.7116","-56.2103","410.3283","9.4000","0.1720","9.0117","41.56648723","44.95117132","0.1890","-0.7168","-1.0728","0.8487","0.0705","0.8399","-0.6270","0.1890"
"4.550","32.0932","13","-0.8150","0.0919","-0.1204","16.7744","-51.3835","410.3156","9.4000","0.1595","9.9405","41.56649129","44.95117219","0.1779","-0.4800","-0.9395","0.8220","0.0788","0.8180","-0.5474","0.1973"
"4.600","32.3290","13","-0.7707","0.0922","-0.1991","14.7441","-48.3875","410.2905","9.3700","0.1500","10.6336","41.56649548","44.95117320","0.0269","-0.4353","-0.9646","0.7891","0.0866","0.7883","-0.4973","0.1494"
"4.650","32.5884","13","-0.7341","0.0905","-0.2271","12.2909","-45.8837","410.2999","9.3000","0.1555","11.3038","41.56649975","44.95117368","0.0356","-0.5562","-1.0430","0.7468","0.0934","0.7543","-0.4396","0.1438"
"4.700","32.3953","13","-0.7046","0.0923","-0.1529","9.6725","-43.8541","410.3635","9.3000","0.1600","11.7569","41.56650385","44.95117390","0.2104","-0.3394","-0.9275","0.7013","0.0996","0.7184","-0.3657","0.1438"
"4.750","32.8002","13","-0.6695","0.0990","-0.1214","6.9743","-41.4871","410.3894","9.3000","0.1500","12.5830","41.56650816","44.95117402","0.0686","-0.3379","-0.8779","0.6618","0.1060","0.6809","-0.3499","0.1031"
"4.800","33.1245","13","-0.6290","0.1290","-0.1700","5.9266","-38.7779","410.3792","9.3000","0.1500","13.5952","41.56651237","44.95117439","-0.0161","-0.3525","-0.9863","0.6290","0.1120","0.6497","-0.3472","0.0806"
"4.850","33.1586","13","-0.5672","0.1481","-0.1794","4.5520","-34.7394","410.3933","9.3000","0.1445","15.1913","41.56651662","44.95117450","0.2094","-0.3267","-0.9961","0.6029","0.1155","0.6255","-0.3472","0.1404"
"4.900","33.3754","13","-0.5274","0.1556","-0.1353","2.6271","-32.0526","410.4328","9.3000","0.1400","16.5723","41.56652086","44.95117423","0.2014","-0.0331","-0.8413","0.5816","0.1188","0.6064","-0.3472","0.1698"
"4.950","33.8713","13","-0.5418","0.1304","-0.0784","0.5155","-32.6703","410.4501","9.3000","0.1400","16.5006","41.56652537","44.95117389","0.0335","-0.2927","-0.9292","0.5643","0.1225","0.5896","-0.3599","0.1587"
"5.000","33.9521","13","-0.5251","0.1158","-0.1403","-0.7767","-31.4612","410.4529","9.3000","0.1400","17.1756","41.56652960","44.95117357","0.1707","-0.4231","-1.0044","0.5502","0.1244","0.5745","-0.3926","0.2014"
"5.050","33.9748","13","-0.5369","0.1259","-0.1441","-2.0926","-31.9848","410.4685","9.2450","0.1400","16.9057","41.56653390","44.95117311","0.3379","-0.3984","-0.9419","0.5398","0.1258","0.5577","-0.4009","0.2360"
"5.100","34.4807","13","-0.5402","0.1216","-0.1254","-3.7970","-31.9812","410.4809","9.2000","0.1400","17.1594","41.56653841","44.95117233","0.1476","-0.4023","-0.9441","0.5304","0.1282","0.5416","-0.4062","0.2637"
"5.150","34.7328","13","-0.5551","0.1286","-0.1773","-5.1827","-32.6696","410.4849","9.2000","0.1400","16.9206","41.56654290","44.95117156","0.2598","-0.7368","-1.0664","0.5207","0.1302","0.5295","-0.4062","0.2637"
"5.200","34.7098","13","-0.5429","0.1185","-0.1782","-6.8830","-31.7554","410.4795","9.2000","0.1400","17.3962","41.56654719","44.95117047","0.4324","-0.7168","-1.1069","0.5087","0.1310","0.5188","-0.4177","0.2683"
"5.250","34.8063","13","-0.5271","0.1265","-0.2150","-8.9907","-30.6586","410.4849","9.2000","0.1400","18.0687","41.56655158","44.95116921","0.4001","-0.6602","-1.0400","0.4942","0.1312","0.5027","-0.4862","0.3223"
"5.300","35.2216","13","-0.4705","0.1382","-0.1983","-10.7781","-27.1971","410.4928","9.2000","0.1400","20.6114","41.56655593","44.95116776","0.2637","-0.2852","-0.9805","0.4730","0.1307","0.4835","-0.5190","0.3162"
"5.350","35.4847","13","-0.4449","0.1353","-0.1720","-11.3401","-25.5427","410.5080","9.2000","0.1400","22.1103","41.56656041","44.95116644","0.0901","-0.1283","-1.1055","0.4456","0.1282","0.4616","-0.4966","0.3162"
"5.400","35.7084","13","-0.4267","0.1530","-0.2135","-12.5884","-24.3314","410.5005","9.1700","0.1400","23.3574","41.56656483","44.95116495","0.3835","-0.4177","-1.0786","0.4148","0.1243","0.4386","-0.4346","0.2930"
"5.450","35.8252","13","-0.3991","0.1688","-0.2290","-13.5398","-22.5905","410.4936","9.1000","0.1400","25.2396","41.56656919","44.95116347","0.5269","-0.5728","-0.9868","0.3843","0.1201","0.4157","-0.4346","0.2634"
"5.500","36.2343","13","-0.3431","0.1462","-0.2568","-14.2093","-19.2609","410.4799","9.1000","0.1400","29.9407","41.56657360","44.95116185","0.2126","-0.4878","-1.0586","0.3586","0.1179","0.3977","-0.4177","0.2316"
"5.550","36.4918","13","-0.2952","0.1339","-0.2511","-15.1734","-16.4542","410.4922","9.1000","0.1400","35.2971","41.56657810","44.95116014","0.2329","-0.3359","-1.1143","0.3432","0.1164","0.3828","-0.4177","0.2308"
"5.600","36.7557","13","-0.2754","0.1436","-0.2638","-16.4920","-15.2527","410.4651","9.1000","0.1400","38.3529","41.56658257","44.95115823","0.2930","-0.4346","-1.1055","0.3344","0.1148","0.3734","-0.4468","0.2185"
"5.650","37.1187","13","-0.2720","0.1325","-0.3285","-17.3964","-14.9627","410.4450","9.1000","0.1400","39.4825","41.56658702","44.95115632","0.2194","-0.5669","-1.1719","0.3298","0.1136","0.3691","-0.4653","0.2123"
"5.700","37.2412","13","-0.2938","0.1084","-0.3712","-18.0063","-16.0631","410.4223","9.1000","0.1400","36.8989","41.56659151","44.95115434","0.2104","-0.4043","-1.1270","0.3317","0.1122","0.3688","-0.4604","0.2104"
"5.750","37.1538","13","-0.3478","0.0958","-0.3861","-18.8525","-18.9193","410.4023","9.1000","0.1400","31.2549","41.56659579","44.95115232","0.1527","-0.3335","-1.0312","0.3430","0.1109","0.3716","-0.4768","0.2108"
