"Format","AiM CSV File"
"Session","Rust kart"
"Vehicle","Rotax Max"
"Racer","Maxim"
"Championship",""
"Comment","Rustavi practice"
"Date","Saturday, July 26, 2025"
"Time","11:15 AM"
"Sample Rate","20"
"Duration","462.996"
"Segment","Session"
"Beacon Markers","68.943","131.836","193.826","255.808","317.364","378.351","444.859","462.996"
"Segment Times","1:08.943","1:02.893","1:01.990","1:01.982","1:01.556","1:00.987","1:06.508","0:18.137"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","InlineAcc","LateralAcc","VerticalAcc","G Lat Smth","G Long Smth","G sum smth","G Lat imu f","G Long imu f"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","g","g","g","g","g","g","g","g"

"407.300","86.5199","14","-0.4906","0.1744","0.6264","-48.4666","-11.4902","413.1875","6.6000","0.1400","119.8415","41.56714405","44.94969175","0.4785","-0.8994","-1.2427","0.5216","0.1718","0.5590","-0.8530","0.4326"
"407.350","87.1247","14","-0.5624","0.1462","0.6229","-49.1530","-13.1262","413.2000","6.6000","0.1400","105.6386","41.56715105","44.94968038","0.4153","-0.9541","-1.2109","0.5930","0.1605","0.6215","-0.8530","0.4558"
"407.400","87.5721","14","-0.6472","0.1607","0.6145","-49.8225","-15.0597","413.2076","6.6000","0.1430","92.5482","41.56715798","44.94966907","0.4543","-0.9380","-1.2212","0.6636","0.1448","0.6847","-0.8530","0.4666"
"407.450","87.4939","14","-0.7381","0.1874","0.6403","-50.5600","-17.1198","413.2301","6.6000","0.1610","81.3391","41.56716464","44.94965756","0.5708","-0.9609","-1.0576","0.7309","0.1247","0.7485","-0.8530","0.4780"
"407.500","87.4569","14","-0.7989","0.2094","0.6763","-51.3954","-18.4626","413.2715","6.6000","0.1860","75.3913","41.56717113","44.94964597","0.4666","-0.8037","-0.7656","0.7973","0.1040","0.8129","-0.8057","0.4785"
"407.550","87.9640","14","-0.8317","0.2025","0.7051","-52.6048","-19.1419","413.3010","6.6000","0.1900","73.1376","41.56717752","44.94963387","0.4937","-0.7222","-0.7734","0.8641","0.0845","0.8772","-0.8057","0.4775"
"407.600","88.2927","14","-0.9092","0.1687","0.6996","-53.6639","-20.8461","413.3062","6.6000","0.1870","67.4095","41.56718368","44.94962157","0.5479","-0.6904","-0.8376","0.9301","0.0659","0.9407","-0.8057","0.4775"
"407.650","88.6809","14","-0.9578","0.1449","0.7078","-54.8582","-21.8907","413.3246","6.6000","0.1855","64.4749","41.56718972","44.94960909","0.4980","-0.6270","-0.8755","0.9921","0.0480","1.0031","-0.8057","0.4805"
"407.700","89.0769","14","-1.0117","0.1145","0.6920","-56.0570","-23.0592","413.3148","6.6000","0.1820","61.4810","41.56719553","44.94959630","0.4097","-0.8057","-1.0664","1.0525","0.0306","1.0689","-0.8057","0.4768"
"407.750","89.6345","14","-1.0965","0.0785","0.6768","-57.1529","-24.9412","413.3110","6.6000","0.1700","57.1975","41.56720124","44.94958322","0.3887","-1.1484","-1.2031","1.1189","0.0129","1.1428","-0.9485","0.4740"
"407.800","89.2880","14","-1.1681","0.0560","0.6666","-58.1357","-26.5361","413.3116","6.6000","0.1700","53.5521","41.56720669","44.94957045","0.4712","-1.3145","-1.1572","1.1968","-0.0051","1.2240","-1.0635","0.4270"
"407.850","88.8314","14","-1.2272","0.0203","0.6516","-59.4789","-27.8543","413.2990","6.6000","0.1865","50.7568","41.56721178","44.94955729","0.5327","-1.2490","-1.0420","1.2846","-0.0204","1.3058","-1.1123","0.4026"
"407.900","88.6274","14","-1.2662","-0.0607","0.6379","-61.0883","-28.7374","413.2870","6.6000","0.2080","49.0840","41.56721649","44.94954396","0.4270","-0.9570","-0.8010","1.3734","-0.0333","1.3833","-1.1875","0.3901"
"407.950","88.6875","14","-1.3392","-0.1568","0.6228","-62.9508","-30.4436","413.2765","6.6000","0.2405","46.3646","41.56722094","44.94953027","0.2839","-1.0283","-0.7964","1.4564","-0.0464","1.4558","-1.2114","0.3599"
"408.000","88.5094","14","-1.5180","-0.2340","0.5873","-64.6271","-34.6396","413.2568","6.6000","0.2500","40.6665","41.56722493","44.94951654","0.3760","-1.3545","-1.0327","1.5306","-0.0610","1.5202","-1.2598","0.2976"
"408.050","88.0839","14","-1.6880","-0.2278","0.6011","-66.3998","-38.7127","413.2699","6.6000","0.2610","36.2129","41.56722862","44.94950293","0.2593","-1.1660","-0.9668","1.5932","-0.0757","1.5749","-1.2598","0.2881"
"408.100","87.6532","14","-1.7709","-0.2208","0.6023","-68.3709","-40.8187","413.2764","6.6000","0.2700","34.1766","41.56723184","44.94948919","0.2234","-1.1875","-1.1172","1.6464","-0.0902","1.6183","-1.3320","0.2881"
"408.150","87.0031","14","-1.7833","-0.1942","0.6369","-70.1859","-41.3076","413.3075","6.6000","0.2600","33.5216","41.56723475","44.94947550","0.2410","-1.4004","-1.2676","1.6867","-0.1063","1.6430","-1.3320","0.2881"
"408.200","86.4196","14","-1.7824","-0.1742","0.6685","-72.1425","-41.4677","413.3528","6.6000","0.2660","33.1682","41.56723736","44.94946189","0.1054","-1.5234","-1.3413","1.6996","-0.1236","1.6373","-1.3320","0.2954"
"408.250","85.9518","14","-1.7621","-0.1798","0.7182","-74.6451","-41.1612","413.4018","6.6000","0.2910","33.2343","41.56723918","44.94944811","0.3333","-1.5645","-1.2295","1.6586","-0.1397","1.5892","-1.2510","0.3115"
"408.300","85.9038","14","-1.7221","-0.2047","0.7552","-77.0789","-40.3958","413.4570","6.6000","0.3000","33.8451","41.56724069","44.94943413","0.5537","-1.4053","-0.9241","1.5675","-0.1534","1.4955","-1.2510","0.3428"
"408.350","86.1337","14","-1.6962","-0.1858","0.7940","-79.2701","-39.9783","413.5048","6.6000","0.2885","34.2901","41.56724201","44.94942004","0.3474","-0.8994","-0.8125","1.4340","-0.1652","1.3620","-1.2192","0.3766"
"408.400","85.6166","14","-1.6019","-0.1170","0.8113","-80.4217","-37.9062","413.5380","6.6000","0.2510","35.9474","41.56724332","44.94940613","0.4043","-1.0615","-0.9968","1.2639","-0.1750","1.2177","-1.1240","0.4114"
"408.450","84.9778","14","-1.3590","-0.1046","0.8604","-81.2793","-32.2460","413.5860","6.6000","0.2190","41.9421","41.56724461","44.94939251","0.4351","-1.2578","-1.0068","1.0525","-0.1807","1.0979","-0.9456","0.4114"
"408.500","84.6317","14","-1.0177","-0.1112","0.8963","-82.9319","-24.2084","413.6347","6.6000","0.2100","55.6399","41.56724534","44.94937861","0.3328","-0.9067","-0.9021","0.8105","-0.1822","1.0005","-0.8701","0.3831"
"408.550","84.4423","14","-0.6526","-0.1212","0.9643","-84.6548","-15.5624","413.7003","6.6000","0.2095","86.3583","41.56724573","44.94936486","0.4670","-0.1641","-0.8569","0.5434","-0.1829","0.9278","-0.1731","0.3651"
"408.600","84.3660","14","-0.3604","-0.0895","1.0076","-85.5291","-8.6128","413.7580","6.6000","0.1940","155.8990","41.56724635","44.94935092","0.4114","0.2505","-1.0054","0.2546","-0.1846","0.8807","0.0875","0.3601"
"408.650","84.3164","14","-0.0157","-0.1534","1.0176","-85.3184","-0.3733","413.7878","6.6000","0.1690","3595.1729","41.56724725","44.94933701","0.2698","0.5615","-1.2197","-0.0455","-0.1870","0.8533","0.1885","0.3480"
"408.700","84.0462","15","0.3232","-0.2161","1.0270","-84.6561","7.7695","413.8031","6.6000","0.1600","172.1643","41.56724847","44.94932305","0.3059","0.9727","-1.2456","-0.3313","-0.1899","0.8369","0.3538","0.3328"
"408.750","83.5721","15","0.5902","-0.2593","1.0482","-83.5230","14.2507","413.8395","6.6000","0.1610","93.3352","41.56724995","44.94930952","0.3691","0.4941","-1.1182","-0.5790","-0.1938","0.8328","0.5657","0.3281"
"408.800","82.9030","15","0.8263","-0.2197","1.0475","-81.8538","20.0636","413.8421","6.6000","0.1800","65.7631","41.56725204","44.94929598","0.3281","0.0192","-1.3350","-0.7767","-0.1986","0.8522","0.7227","0.3281"
"408.850","82.9058","15","1.1084","-0.2034","1.0389","-80.9009","27.0411","413.8561","6.6000","0.1800","48.7957","41.56725396","44.94928243","0.2539","0.5557","-1.3906","-0.9208","-0.2044","0.9022","0.7566","0.3281"
"408.900","82.7324","15","1.3408","-0.2107","1.0586","-80.2664","32.8582","413.8708","6.6000","0.1720","40.0730","41.56725590","44.94926889","-0.0568","1.3057","-1.4204","-1.0280","-0.2132","0.9832","0.8608","0.3281"
"408.950","81.7180","15","1.4038","-0.2193","1.0913","-78.9106","34.5685","413.9207","6.6000","0.1920","37.6233","41.56725839","44.94925599","0.3252","1.6406","-1.4229","-1.1060","-0.2241","1.0719","0.8608","0.3031"
"409.000","80.6173","15","1.2201","-0.2124","1.1808","-76.7244","30.1948","414.0126","6.6000","0.2450","42.4929","41.56726137","44.94924372","0.7788","0.7227","-1.1089","-1.1583","-0.2342","1.1353","0.8608","0.1852"
"409.050","80.4994","15","1.0877","-0.2281","1.2535","-74.6863","27.0491","414.0874","6.6000","0.2855","47.3652","41.56726464","44.94923116","0.4053","0.8223","-0.6675","-1.1774","-0.2419","1.1735","0.8608","0.1559"
"409.100","80.9070","15","1.0631","-0.2607","1.2532","-73.5020","26.5783","414.1134","6.6000","0.2820","48.4483","41.56726794","44.94921833","0.0304","1.0674","-0.0736","-1.1649","-0.2490","1.1823","0.8608","0.1852"
"409.150","80.8068","15","1.1186","-0.2739","1.2484","-72.3860","28.1331","414.1334","6.6000","0.2905","45.7141","41.56727124","44.94920570","-0.1497","0.8931","0.2637","-1.1288","-0.2558","1.1671","0.8271","0.3134"
"409.200","80.1027","15","1.1403","-0.2462","1.1746","-70.8805","28.8579","414.0760","6.6000","0.3030","44.1776","41.56727505","44.94919332","-0.0008","0.0302","-0.5106","-1.0926","-0.2608","1.1431","0.7769","0.2759"
"409.250","78.9669","15","1.1521","-0.2495","1.1055","-70.0346","29.3203","414.0145","6.6000","0.3100","42.8645","41.56727862","44.94918121","0.3567","0.1410","-1.5869","-1.0796","-0.2644","1.1273","0.7715","0.2759"
"409.300","78.1569","15","1.1373","-0.2802","1.1365","-69.2532","29.1148","414.0546","6.6000","0.3020","42.7241","41.56728223","44.94916939","0.7002","1.2900","-1.5405","-1.0818","-0.2680","1.1219","0.4058","0.3149"
"409.350","77.6077","15","1.0329","-0.3063","1.2315","-67.4695","26.6160","414.1515","6.6000","0.3115","46.4069","41.56728657","44.94915827","0.4089","1.0596","-0.7451","-1.0831","-0.2723","1.1192","0.4058","0.3253"
"409.400","77.3903","15","0.9581","-0.3316","1.1972","-64.9351","24.8666","414.1444","6.6000","0.3430","49.5326","41.56729167","44.94914716","0.2688","-0.2554","-0.3220","-1.0756","-0.2748","1.1153","0.5503","0.4250"
"409.450","76.9817","15","1.0086","-0.3491","1.1477","-63.1256","26.3858","414.1069","6.6000","0.3445","46.4341","41.56729665","44.94913622","0.4934","-0.3181","-0.9321","-1.0639","-0.2735","1.1114","0.8032","0.4773"
"409.500","76.7550","15","1.1115","-0.3329","1.0967","-62.3827","29.3156","414.0828","6.6000","0.3160","41.6704","41.56730135","44.94912506","0.4250","0.5503","-1.2290","-1.0563","-0.2679","1.1116","0.8130","0.5146"
"409.550","76.1336","15","1.1446","-0.2924","1.1537","-61.6390","30.4271","414.1415","6.6000","0.2795","39.8232","41.56730615","44.94911439","0.3130","1.7256","-0.6113","-1.0617","-0.2600","1.1260","0.7900","0.4325"
"409.600","75.0247","15","1.0544","-0.2443","1.2282","-60.4205","28.2209","414.2084","6.6000","0.2700","42.3110","41.56731111","44.94910445","0.7617","1.6641","-0.9453","-1.0913","-0.2504","1.1634","0.7285","0.4250"
"409.650","74.0745","15","1.0322","-0.2566","1.2611","-58.8946","27.7937","414.2451","6.6000","0.2755","42.4172","41.56731640","44.94909477","0.7969","0.9033","-1.4746","-1.1490","-0.2379","1.2205","0.7285","0.4655"
"409.700","74.0493","15","1.0548","-0.2690","1.2777","-57.1311","28.5821","414.2785","6.6000","0.2960","41.2332","41.56732212","44.94908505","0.4500","0.7285","-1.2466","-1.2158","-0.2245","1.2784","0.7285","0.4250"
"409.750","74.1202","15","1.1020","-0.3095","1.2973","-55.5262","30.0605","414.3163","6.6000","0.2995","39.2428","41.56732802","44.94907551","0.2583","0.7578","-1.0000","-1.2787","-0.2137","1.3199","0.7866","0.4163"
"409.800","73.5066","15","1.1974","-0.3043","1.2982","-53.4736","32.9221","414.3227","6.6000","0.2900","35.5352","41.56733425","44.94906655","0.4163","0.2681","-1.0869","-1.3331","-0.2062","1.3431","0.7285","0.4070"
"409.850","72.5635","15","1.4407","-0.3179","1.2810","-51.7186","39.9201","414.3185","6.6000","0.2845","28.9299","41.56734045","44.94905794","0.5015","0.2445","-1.2275","-1.3751","-0.1998","1.3540","0.6868","0.3195"
"409.900","71.8241","15","1.6430","-0.2783","1.3032","-49.9131","45.9001","414.3292","6.6000","0.2720","24.9045","41.56734682","44.94904970","0.3311","0.6943","-0.8469","-1.3999","-0.1928","1.3531","0.4963","0.3030"
"409.950","71.7163","15","1.7270","-0.2237","1.3157","-48.3748","48.5967","414.3600","6.6000","0.2505","23.4872","41.56735334","44.94904156","0.2734","0.8906","-0.4143","-1.4015","-0.1840","1.3360","0.3203","0.2915"
"410.000","71.6188","15","1.6064","-0.1286","1.2844","-45.5690","45.4669","414.3542","6.6000","0.2630","25.0698","41.56736071","44.94903418","0.2993","0.4963","0.0893","-1.3754","-0.1733","1.3023","0.2681","0.3030"
"410.050","71.2383","15","1.4654","-0.0526","1.2742","-42.7593","41.6204","414.3634","6.6000","0.2810","27.2413","41.56736824","44.94902743","0.1737","0.1373","0.1860","-1.3090","-0.1611","1.2536","0.2554","0.3030"
"410.100","70.7320","15","1.3197","-0.0549","1.2668","-40.2606","37.5499","414.3642","6.6000","0.2900","29.9797","41.56737586","44.94902099","-0.0108","0.3103","-0.4095","-1.2080","-0.1458","1.1848","0.2554","0.3030"
"410.150","70.4069","15","1.1406","-0.0191","1.2634","-38.2366","32.5101","414.3810","6.6000","0.2900","34.4681","41.56738337","44.94901470","0.3101","-0.1842","-0.5513","-1.0837","-0.1240","1.0928","0.1942","0.3262"
"410.200","70.4621","15","0.9452","0.0293","1.2097","-37.1799","26.9539","414.3467","6.6000","0.2870","41.6059","41.56739075","44.94900802","0.6392","-0.6929","-0.4240","-0.9535","-0.0954","0.9880","0.1854","0.3899"
"410.250","71.2233","15","0.7769","0.0065","1.1496","-36.8063","22.1410","414.3146","6.6000","0.2855","51.1971","41.56739822","44.94900074","0.8140","-0.1417","-0.3445","-0.8371","-0.0633","0.8874","0.1616","0.4148"
"410.300","71.9248","15","0.6682","-0.0753","1.1238","-36.6911","19.0456","414.3132","6.6000","0.2740","60.1041","41.56740565","44.94899345","0.6479","0.5405","-0.2357","-0.7414","-0.0334","0.7978","0.1051","0.4148"
"410.350","71.2435","15","0.5631","-0.1539","1.1473","-36.1449","16.0830","414.3394","6.6000","0.2695","70.5016","41.56741294","44.94898679","0.3545","0.1610","-0.2732","-0.6651","-0.0102","0.7165","-0.0695","0.4148"
"410.400","70.2771","15","0.5175","-0.1725","1.1428","-35.2579","14.8395","414.3417","6.6000","0.2630","75.3730","41.56742013","44.94898055","0.4626","0.2759","-0.0237","-0.6044","0.0048","0.6454","-0.0710","0.3940"
"410.450","69.2431","14","0.4824","-0.1630","1.2265","-33.6249","13.8938","414.4166","6.6000","0.2755","79.3187","41.56742765","44.94897527","0.3191","0.0221","0.1875","-0.5549","0.0113","0.5873","-0.0710","0.3899"
"410.500","69.5657","14","0.5465","-0.1355","1.2427","-32.5495","15.8089","414.4392","6.6800","0.2720","70.0350","41.56743540","44.94896954","-0.0966","-0.2996","0.1076","-0.5033","0.0100","0.5430","-0.2996","0.3899"
"410.550","69.7382","14","0.5910","-0.0933","1.1177","-31.4737","17.1513","414.3558","6.7000","0.2705","64.7134","41.56744326","44.94896375","0.1350","-0.7471","-0.1801","-0.4428","-0.0002","0.5060","-0.2996","0.3232"
"410.600","69.2833","14","0.5444","-0.0110","1.0192","-30.6075","15.8335","414.2903","6.7000","0.2800","69.6419","41.56745096","44.94895826","0.1508","-1.0518","-0.7356","-0.3751","-0.0160","0.4672","-0.4082","0.2455"
"410.650","69.6653","14","0.4746","0.1429","0.9997","-30.1875","13.8037","414.2835","6.7000","0.2800","80.3232","41.56745880","44.94895254","0.6743","-0.7378","-0.8906","-0.3043","-0.0337","0.4286","-0.4082","0.2455"
"410.700","70.4539","14","0.3406","0.3124","0.9878","-30.0509","9.8715","414.2931","6.7000","0.2960","113.5902","41.56746665","44.94894667","0.8286","-0.4878","-0.4075","-0.2292","-0.0533","0.3994","-0.4082","0.2742"
"410.750","70.8180","14","0.1244","0.4073","1.0634","-30.0945","3.5776","414.3845","6.7000","0.3200","315.0419","41.56747448","44.94894090","0.1770","-0.1832","0.2133","-0.1469","-0.0718","0.3768","-0.3707","0.2742"
"410.800","71.2619","14","-0.0408","0.3847","1.1080","-30.1661","-1.1564","414.4193","6.7000","0.3140","980.7833","41.56748232","44.94893480","0.3140","-0.3757","0.0754","-0.0623","-0.0827","0.3569","-0.3657","0.2742"
"410.850","71.9764","14","-0.1152","0.2357","1.1265","-30.1680","-3.2465","414.4648","6.7000","0.3000","352.8529","41.56749041","44.94892873","0.3145","-0.1233","-0.0862","0.0141","-0.0847","0.3423","-0.3657","0.2396"
"410.900","72.8906","14","-0.1431","0.0675","1.1357","-30.2169","-4.0127","414.4891","6.7000","0.2840","289.1046","41.56749861","44.94892242","0.2338","-0.3657","-0.2812","0.0764","-0.0825","0.3338","-0.3657","0.2338"
"410.950","73.1287","13","-0.1548","-0.0964","1.1053","-30.3900","-4.3337","414.4922","6.7000","0.2795","268.5663","41.56750646","44.94891612","-0.0493","-0.1259","0.0205","0.1179","-0.0828","0.3296","-0.3920","0.2338"
"411.000","72.6473","14","-0.1870","-0.1894","1.0913","-30.3096","-5.2514","414.4799","6.7000","0.2700","220.1722","41.56751427","44.94891009","-0.5479","-0.6611","-0.0275","0.1374","-0.0895","0.3249","-0.4648","0.2742"
"411.050","71.3377","14","-0.1788","-0.2692","1.0460","-30.6303","-5.0431","414.4507","6.7000","0.2755","225.1355","41.56752147","44.94890419","-0.3118","-0.6465","-0.0404","0.1411","-0.1021","0.3131","-0.5854","0.2742"
"411.100","69.6180","15","-0.1472","-0.3813","1.0656","-31.5079","-4.1807","414.4318","6.7000","0.2720","265.0306","41.56752819","44.94889814","0.5488","-1.0332","-0.3765","0.1383","-0.1209","0.2971","-0.6543","0.4619"
"411.150","68.8105","15","-0.1397","-0.3982","1.0113","-31.5176","-4.0063","414.4011","6.7000","0.2585","273.3561","41.56753522","44.94889238","0.9365","-0.5073","-0.1959","0.1287","-0.1487","0.2876","-0.6609","0.4619"
"411.200","68.8532","15","-0.0992","-0.4218","1.0736","-31.4038","-2.8737","414.4506","6.7000","0.2270","381.3271","41.56754268","44.94888655","1.3564","-0.5825","0.1014","0.1103","-0.1875","0.2920","-0.6733","0.4619"
"411.250","68.6514","15","-0.1057","-0.4018","1.1611","-31.8142","-3.0961","414.5306","6.7000","0.2090","352.9040","41.56754988","44.94888044","0.9766","-0.6538","0.7837","0.0804","-0.2348","0.3034","-0.6597","0.4619"
"411.300","68.4683","15","-0.1128","-0.2911","1.2652","-32.0536","-3.3382","414.6231","6.7000","0.2160","326.4319","41.56755711","44.94887453","0.4619","-0.6606","0.4115","0.0444","-0.2856","0.3165","-0.5884","0.4619"
"411.350","68.1889","15","-0.0910","-0.1723","1.3175","-31.7963","-2.7129","414.6794","6.7000","0.2000","400.0323","41.56756425","44.94886888","0.2375","-1.1562","0.0039","0.0080","-0.3327","0.3294","-0.5381","0.4026"
"411.400","67.7678","15","-0.0193","-0.0907","1.2274","-31.3550","-0.5778","414.6233","6.7000","0.1970","1866.7142","41.56757151","44.94886323","0.2130","-0.3208","0.1436","-0.0273","-0.3697","0.3458","-0.4092","0.3333"
"411.450","66.8929","15","0.0476","-0.1295","1.2035","-31.5980","1.4291","414.5893","6.7000","0.1845","744.9915","41.56757825","44.94885750","0.2487","-0.4175","0.0540","-0.0663","-0.3955","0.3666","-0.3804","0.2675"
"411.500","66.3791","15","0.1526","-0.2578","1.1364","-31.7286","4.5964","414.5511","6.7000","0.1720","229.8450","41.56758512","44.94885164","0.3333","-0.2549","0.0792","-0.1060","-0.4110","0.3903","-0.3699","0.2316"
"411.550","66.0686","15","0.1984","-0.3626","1.0732","-31.8657","6.0126","414.4857","6.7000","0.1700","174.8853","41.56759200","44.94884562","0.4116","-0.2344","-0.1543","-0.1416","-0.4182","0.4200","-0.3699","0.1959"
"411.600","65.9269","15","0.1697","-0.4306","0.8995","-31.7764","5.1955","414.3745","6.7000","0.1760","201.9548","41.56759898","44.94883977","0.0429","1.3184","-0.8267","-0.1705","-0.4199","0.4581","-0.3699","0.1663"
"411.650","65.3706","15","0.2291","-0.5054","0.7866","-31.2312","7.1026","414.2738","6.7000","0.1845","146.4824","41.56760592","44.94883412","-0.3337","0.6460","-1.1055","-0.1903","-0.4202","0.5009","-0.3994","0.1046"
"411.700","63.8244","15","0.2670","-0.5913","0.8937","-30.1448","8.3857","414.3351","6.7000","0.2200","121.1341","41.56761257","44.94882964","-0.2627","-0.9395","-1.1724","-0.1989","-0.4221","0.5414","-0.3909","-0.0591"
"411.750","61.5485","15","0.2109","-0.6478","1.0008","-29.1529","6.7355","414.4209","6.7000","0.2505","145.4337","41.56761893","44.94882539","-0.3257","-1.2422","-1.0967","-0.1981","-0.4258","0.5669","-0.3027","-0.2274"
"411.800","60.8765","15","0.1984","-0.6701","1.1831","-29.0721","6.4506","414.5520","6.7000","0.2600","150.2004","41.56762538","44.94882080","0.2761","-1.0410","-0.5074","-0.1961","-0.4311","0.5740","-0.3757","-0.2274"
"411.850","60.0160","15","0.1922","-0.6830","1.2374","-29.1182","6.3743","414.5806","6.7000","0.2545","149.8486","41.56763173","44.94881604","0.0306","-0.4988","-0.0262","-0.1947","-0.4419","0.5734","-0.6096","-0.2223"
"411.900","59.6392","15","0.1862","-0.6274","1.1662","-29.3801","6.2968","414.5363","6.7000","0.2420","150.7414","41.56763806","44.94881103","-0.8608","-0.1259","-0.4966","-0.1932","-0.4587","0.5719","-0.7227","0.0004"
"411.950","58.3195","15","0.1444","-0.5566","1.0749","-29.5304","4.9754","414.4498","6.7000","0.2505","186.5546","41.56764389","44.94880615","-0.4236","-0.1282","-0.4380","-0.1968","-0.4793","0.5669","-0.5635","0.2531"
"412.000","56.0726","15","0.1508","-0.4873","1.1155","-28.6856","5.2862","414.4568","6.7000","0.2570","168.8217","41.56764962","44.94880225","0.6143","-0.4429","-0.4156","-0.2054","-0.4956","0.5567","-0.3757","0.2761"
"412.050","55.3794","15","0.1771","-0.3857","1.1338","-28.2600","6.2989","414.4633","6.7000","0.2390","139.9284","41.56765565","44.94879815","0.7144","-0.8027","-0.7656","-0.2115","-0.5018","0.5407","-0.2549","0.1946"
"412.100","56.3224","15","0.2130","-0.3313","1.0596","-28.4685","7.6647","414.4386","6.7000","0.2220","116.9515","41.56766202","44.94879349","0.4287","-0.6641","-1.1650","-0.2113","-0.5005","0.5213","-0.2386","0.1946"
"412.150","55.6174","15","0.2633","-0.3649","1.1799","-27.5385","9.5735","414.5157","6.7000","0.2205","92.4613","41.56766821","44.94878979","0.4678","-0.2627","-0.6528","-0.2064","-0.4968","0.5044","-0.2386","0.1946"
"412.200","54.7329","15","0.3002","-0.4287","1.3628","-26.5645","11.0453","414.6270","6.7000","0.2270","78.8661","41.56767440","44.94878631","-0.0858","-0.1858","-0.3160","-0.1962","-0.4904","0.4963","-0.2386","-0.0858"
"412.250","54.2658","15","0.2737","-0.4907","1.3665","-25.9190","10.2120","414.6398","6.7000","0.2200","84.5737","41.56768052","44.94878278","-0.7188","-0.2690","-0.4158","-0.1775","-0.4819","0.4929","-0.1917","-0.0968"
"412.300","53.0215","15","0.2021","-0.4756","1.2935","-25.4254","7.6608","414.5861","6.7000","0.2280","110.1530","41.56768618","44.94877913","-0.3162","-0.0258","-0.5356","-0.1521","-0.4733","0.4881","-0.1312","-0.0968"
"412.350","51.2050","15","0.1374","-0.4718","1.2515","-25.2168","5.2928","414.5288","6.7000","0.2290","153.9735","41.56769149","44.94877561","-0.1862","-0.0450","-0.7095","-0.1187","-0.4639","0.4837","-0.0795","-0.0968"
"412.400","50.4169","15","0.0785","-0.4840","1.2117","-25.5342","3.0657","414.4943","6.7000","0.2010","261.7376","41.56769680","44.94877187","-0.4507","-0.0572","-0.7593","-0.0795","-0.4535","0.4800","-0.0744","-0.0968"
"412.450","49.6924","15","0.0096","-0.5271","1.2163","-26.0143","0.3769","414.4936","6.7000","0.1800","2098.3435","41.56770207","44.94876809","0.3613","-0.1375","-0.4688","-0.0433","-0.4448","0.4732","-0.0744","-0.0676"
"412.500","48.4905","15","-0.0176","-0.5547","1.2474","-25.8960","-0.7151","414.4986","6.7000","0.1560","1079.2676","41.56770710","44.94876479","0.5884","0.7007","-0.5067","-0.0142","-0.4364","0.4639","-0.0744","-0.0676"
"412.550","48.6285","15","-0.0515","-0.4645","1.2129","-26.1633","-2.1322","414.4987","6.7000","0.1305","362.9871","41.56771256","44.94876111","0.3765","0.5933","-0.6641","0.0087","-0.4267","0.4573","-0.0845","-0.0300"
"412.600","48.0010","15","-0.0813","-0.3529","1.2096","-25.6275","-3.4202","414.4886","6.7000","0.1430","223.3697","41.56771795","44.94875790","0.1848","-0.4204","-0.7539","0.0263","-0.4189","0.4546","-0.0572","0.0076"
"412.650","47.1023","15","-0.0476","-0.3612","1.1947","-25.3315","-2.0203","414.4673","6.7000","0.1500","371.0666","41.56772308","44.94875474","-0.1885","-0.3303","-0.9385","0.0383","-0.4105","0.4515","-0.1360","-0.0300"
"412.700","46.6742","15","-0.0098","-0.3967","1.1550","-25.4845","-0.4211","414.4438","6.7000","0.1500","1763.9026","41.56772814","44.94875134","-0.3984","-0.2800","-0.6360","0.0475","-0.3984","0.4452","-0.1632","-0.0676"
"412.750","45.5474","15","-0.0222","-0.4153","1.1261","-26.1216","-0.9725","414.4176","6.7000","0.1400","745.4412","41.56773280","44.94874786","-0.0158","0.2290","-0.4905","0.0544","-0.3822","0.4297","-0.3008","-0.0676"
"412.800","44.7360","15","-0.0369","-0.4557","1.1199","-26.4464","-1.6460","414.4151","6.7000","0.1370","432.5536","41.56773760","44.94874450","-0.2957","0.0611","-0.5212","0.0573","-0.3632","0.4063","-0.3130","-0.0676"
"412.850","43.9750","15","-0.0537","-0.4889","1.1030","-26.2535","-2.4412","414.3976","6.7000","0.1300","286.6937","41.56774233","44.94874139","-0.3879","-0.4287","-0.5469","0.0574","-0.3446","0.3861","-0.2886","-0.0533"
"412.900","42.9290","15","-0.0807","-0.4584","1.0877","-25.9067","-3.7355","414.3744","6.7000","0.1300","182.9040","41.56774694","44.94873832","0.0934","-0.6572","-0.8887","0.0576","-0.3259","0.3683","-0.2903","-0.0390"
"412.950","41.9185","15","-0.0950","-0.4221","1.0916","-26.3340","-4.4782","414.3669","6.7000","0.1300","148.9773","41.56775135","44.94873522","-0.0366","-0.5977","-1.2539","0.0575","-0.3051","0.3465","-0.3313","-0.0390"
"413.000","41.4046","15","-0.0987","-0.4073","1.1075","-27.0613","-4.7313","414.3642","6.7000","0.1300","139.2800","41.56775573","44.94873196","0.0405","-0.0426","-1.1040","0.0567","-0.2810","0.3201","-0.3313","-0.0390"
