"Format","AiM CSV File"
"Session","RIM B"
"Vehicle","RotaxMax2"
"Racer","None"
"Championship",""
"Comment",""
"Date","Sunday, November 9, 2025"
"Time","11:44 AM"
"Sample Rate","20"
"Duration","817.987"
"Segment","Session"
"Beacon Markers","74.796","138.395","199.499","259.205","319.262","378.506","437.769","497.971","557.413","616.334","676.201","735.433","800.672","817.987"
"Segment Times","1:14.796","1:03.599","1:01.104","0:59.706","1:00.057","0:59.244","0:59.263","1:00.202","0:59.442","0:58.921","0:59.867","0:59.232","1:05.239","0:17.315"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","MagnetomX","MagnetomY","MagnetomZ","Internal Battery","RPM","Calculated Gear","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","g","g","g","deg/s","deg/s","deg/s","mG","mG","mG","V","rpm","#","m"

"94.450","56.8601","15","1.5203","-0.0703","1.5998","-9.7113","53.4787","407.7916","5.3000","0.1700","16.9218","41.56685760","44.94914410","-0.0591","1.1409","-1.0181","-11.2809","9.1285","39.1047","-728.7250","200.3375","129.6812","3.9937","7540.1499","4.9262","1696.9106"
"94.500","57.0525","15","1.5403","-0.0684","1.5360","-7.2212","54.3459","407.7887","5.3000","0.1700","16.7082","41.56686481","44.94914335","-0.4900","1.7080","-1.5088","-8.2459","3.3670","41.5922","-727.5500","204.7563","130.2375","3.9940","7272.2002","4.8637","1697.7017"
"94.550","57.3248","15","1.5081","-0.0403","1.3853","-5.3053","53.3659","407.7643","5.3000","0.1600","17.0961","41.56687207","44.94914297","-0.9399","1.7441","-1.7056","-9.1617","4.0158","40.8594","-724.7750","210.5437","130.9625","3.9942","7210.5249","4.8012","1698.4958"
"94.600","57.4238","15","1.4489","-0.0712","1.2781","-3.0972","51.3806","407.7493","5.3000","0.1630","17.7874","41.56687930","44.94914290","-0.8916","1.6885","-1.5635","13.0094","4.9898","40.7766","-722.0500","222.3313","135.0125","3.9945","7009.8999","4.7387","1699.2925"
"94.650","57.1657","16","1.4024","-0.1670","1.2155","-0.1974","49.8950","407.7433","5.3000","0.1810","18.2347","41.56688643","44.94914350","-0.8125","1.2241","-1.2910","46.2703","0.9812","39.0078","-719.3250","234.4500","139.4500","3.9947","6937.5249","4.6762","1700.0879"
"94.700","56.2057","15","1.4344","-0.2388","1.2521","3.4553","51.3511","407.7448","5.3000","0.2060","17.4201","41.56689334","44.94914475","-0.7915","1.1250","-1.1289","31.6820","-0.4574","40.7812","-712.6750","241.2625","139.7688","3.9950","6814.4248","4.6137","1700.8755"
"94.750","55.5907","16","1.5023","-0.2591","1.1761","7.0651","54.2344","407.7441","5.3000","0.2200","16.3135","41.56690024","44.94914658","-0.6538","1.3711","-0.9351","-4.8563","-1.3290","39.0156","-705.6000","246.2688","138.0500","3.9952","6762.8999","4.5512","1701.6522"
"94.800","54.9802","15","1.5370","-0.2622","1.0934","9.4033","55.9956","407.7201","5.3000","0.2170","15.6269","41.56690687","44.94914846","-0.5376","1.7373","-0.7388","-41.7445","3.2697","35.6797","-700.1000","264.2687","133.8562","3.9955","6886.7251","4.4887","1702.4205"
"94.850","54.5202","15","1.5407","-0.2656","0.9620","10.8872","56.6526","407.6906","5.3000","0.1990","15.3164","41.56691342","44.94915057","-0.2180","1.8735","-0.5798","-19.1141","3.4670","36.1469","-696.3250","284.2500","129.7312","3.9957","7037.8501","4.4262","1703.1803"
"94.900","53.9254","15","1.5759","-0.2430","0.8730","12.7844","58.5086","407.6674","5.3000","0.1900","14.6688","41.56691983","44.94915289","0.1332","1.7324","-0.3953","55.8914","-1.3698","42.6469","-690.1750","289.7375","130.0813","3.9960","7019.1001","4.3637","1703.9332"
"94.950","53.1694","15","1.5694","-0.1991","0.8729","16.2347","58.7798","407.6724","5.3000","0.2020","14.3964","41.56692608","44.94915589","0.0160","1.5103","-0.5255","99.2656","-4.0203","47.1031","-681.8750","287.6625","133.1313","3.9958","7022.1001","4.3012","1704.6776"
"95.000","53.1656","15","1.5102","-0.0928","0.9153","20.3809","56.9620","407.6753","5.3000","0.2460","14.8547","41.56693226","44.94915983","-0.3291","1.5215","-0.8921","57.2281","-1.8015","41.8609","-677.0750","286.5125","137.5188","3.9955","7036.6748","4.2387","1705.4165"
"95.050","53.7021","15","1.4990","0.0229","0.8500","23.6093","56.7414","407.6649","5.3000","0.2545","15.0630","41.56693839","44.94916404","-0.4230","1.7925","-1.0957","-24.6148","1.3231","29.5914","-673.8250","287.0875","142.7437","3.9953","7049.7500","4.1762","1706.1589"
"95.100","54.1697","15","1.5664","0.1242","0.7352","26.1471","59.2918","407.6413","5.3000","0.2340","14.5406","41.56694439","44.94916862","-0.2080","1.8877","-0.9873","-49.2328","-2.1783","21.9641","-666.7000","295.9750","143.6438","3.9950","6991.9502","4.1137","1706.9078"
"95.150","54.0800","15","1.6701","0.1988","0.6083","28.5274","63.0189","407.6107","5.3000","0.2105","13.6580","41.56695012","44.94917330","-0.2332","1.7666","-0.7991","-23.2641","-5.3896","20.6125","-656.6500","310.7750","141.6625","3.9948","6946.7998","4.0512","1707.6594"
"95.200","53.9159","15","1.7682","0.2195","0.4995","31.5569","66.3593","407.5743","5.3000","0.2230","12.9311","41.56695560","44.94917856","-0.4678","1.9258","-0.9009","15.8813","-0.3861","31.0680","-647.7000","320.3250","139.3062","3.9945","7034.0752","3.9100","1708.4094"
"95.250","54.1046","15","1.8031","0.2396","0.4615","35.1407","67.2749","407.5616","5.3000","0.2410","12.7997","41.56696086","44.94918430","-0.2823","2.1221","-0.8616","107.9625","1.7137","43.8141","-639.4250","325.9500","137.3062","3.9943","6963.3252","3.4100","1709.1595"
"95.300","54.6772","15","1.7191","0.2075","0.4875","38.4462","63.7299","407.5696","5.3000","0.2580","13.6547","41.56696602","44.94919061","-0.2529","1.7051","-0.8374","197.3125","-1.1436","49.7875","-625.3750","320.9625","146.9250","3.9940","6894.3999","2.9100","1709.9153"
"95.350","55.4070","15","1.6114","0.1136","0.5024","41.6363","59.4126","407.5727","5.3000","0.2605","14.8425","41.56697109","44.94919718","-0.5342","1.2300","-1.0454","153.7250","3.9818","42.9969","-607.0250","308.9500","164.6562","3.9938","6878.7500","2.4100","1710.6797"
"95.400","55.9737","15","1.6025","0.0707","0.4662","45.3031","58.9477","407.5672","5.3000","0.2670","15.1126","41.56697551","44.94920447","-0.4722","1.0244","-1.0615","57.2016","8.9496","29.7117","-592.7750","299.9250","178.3500","3.9935","6970.0000","1.9100","1711.4530"
"95.450","55.4011","15","1.6748","0.0975","0.2988","48.6614","61.5362","407.5085","5.3000","0.2545","14.3287","41.56697937","44.94921167","-0.3611","0.9185","-0.9507","15.6227","4.8216","22.6297","-580.4250","293.0750","189.1687","3.9933","6971.3999","1.4100","1712.2261"
"95.500","54.9193","15","1.6914","0.1680","0.1233","50.9794","62.0131","407.4493","5.3000","0.2340","14.0949","41.56698325","44.94921901","-0.4661","0.9624","-0.9067","-5.0153","1.8488","22.5773","-573.1250","291.5000","192.3625","3.9930","6972.1001","0.9100","1712.9924"
"95.550","55.0377","15","1.5638","0.1914","0.0368","53.3810","57.0895","407.4150","5.3000","0.2200","15.3435","41.56698687","44.94922662","-0.4688","1.1475","-0.9316","-12.8680","4.1145","25.3047","-568.3250","292.9750","191.3313","3.9928","7014.8999","0.4100","1713.7566"
"95.600","55.6077","15","1.4645","0.1835","-0.0099","55.9636","53.1911","407.3949","5.3000","0.2170","16.6386","41.56699045","44.94923472","-0.3083","1.1572","-0.9185","27.4699","5.2312","28.3578","-563.6250","294.7000","191.8375","3.9925","7059.6748","0.0900","1714.5247"
"95.650","55.9265","15","1.4153","0.1885","-0.0579","58.5023","51.1490","407.3727","5.3000","0.2100","17.4021","41.56699367","44.94924303","-0.1176","0.8857","-0.9414","75.8719","4.4313","32.6898","-556.1500","297.0875","195.0063","3.9923","7103.8501","0.5900","1715.2998"
"95.700","56.3013","15","1.3932","0.2146","-0.1087","61.4192","50.0900","407.3556","5.3000","0.2180","17.8891","41.56699652","44.94925160","-0.0865","0.7256","-1.1641","58.3219","5.7664","35.8469","-546.2750","296.5500","198.9000","3.9920","7119.3252","1.0900","1716.0796"
"95.750","57.3584","15","1.3614","0.2521","-0.1711","64.4745","48.6533","407.3191","5.3000","0.2100","18.7631","41.56699903","44.94926081","-0.3818","0.8274","-1.5005","-3.0480","8.8949","33.0414","-529.5250","292.0750","204.4125","3.9918","7252.9751","1.5900","1716.8688"
"95.800","58.1518","15","1.3110","0.2936","-0.2526","66.5509","46.5090","407.2975","5.3000","0.2040","19.8997","41.56700158","44.94927003","-0.4050","1.0479","-1.3799","-15.0258","8.3824","28.6289","-518.2000","294.8375","205.7750","3.9915","7339.7998","2.0900","1717.6703"
"95.850","58.0970","16","1.2703","0.2960","-0.4089","68.3922","44.6875","407.2342","5.3000","0.1845","20.6913","41.56700375","44.94927920","-0.2596","0.9297","-0.9539","43.3047","2.0917","28.2633","-509.5125","307.4125","202.6187","3.9913","7319.9751","2.5900","1718.4778"
"95.900","58.0028","16","1.2783","0.2914","-0.5019","70.3140","44.5886","407.1950","5.3000","0.1720","20.7036","41.56700586","44.94928838","-0.3198","0.6479","-1.1523","53.7422","3.0090","33.3781","-501.4500","311.2875","204.0250","3.9910","7375.3750","3.0900","1719.2844"
"95.950","58.7170","16","1.2994","0.2190","-0.4167","72.9414","44.9571","407.2133","5.3000","0.1700","20.7867","41.56700752","44.94929795","-0.2333","0.9585","-1.2769","1.5504","9.9957","36.5234","-490.5625","304.3750","212.0437","3.9911","7504.6001","3.5900","1720.0952"
"96.000","59.2926","16","1.2442","0.1853","-0.3900","75.5022","42.7989","407.2045","5.3000","0.1670","22.0489","41.56700872","44.94930762","-0.2683","1.3438","-1.3174","-3.1075","7.2676","34.0687","-480.7250","304.8750","215.1250","3.9913","7527.1748","4.0257","1720.9142"
"96.050","59.1141","15","1.2259","0.2008","-0.4946","77.2525","41.9606","407.1654","5.3000","0.1600","22.4218","41.56700993","44.94931727","-0.4396","1.4092","-1.3184","27.2516","3.3376","32.6453","-469.2000","316.6625","212.3687","3.9914","7522.6748","4.1686","1721.7367"
"96.100","59.1566","15","1.2437","0.2087","-0.5593","79.2932","42.3348","407.1336","5.3000","0.1600","22.2396","41.56701090","44.94932701","-0.3789","1.3799","-1.1865","39.7734","7.2752","36.7313","-456.0875","321.9750","212.2125","3.9916","7638.6250","4.3114","1722.5583"
"96.150","59.8951","15","1.3082","0.1951","-0.6598","81.4287","44.2818","407.0891","5.3000","0.1705","21.5271","41.56701158","44.94933705","-0.4213","1.3511","-1.3613","45.7297","9.2547","40.4828","-436.9375","319.6875","216.5500","3.9917","7634.7749","4.4543","1723.3850"
"96.200","60.5338","14","1.3858","0.2322","-0.8380","83.7775","46.6647","407.0118","5.3000","0.1830","20.6457","41.56701186","44.94934725","-0.4646","1.2676","-1.5107","36.9188","8.7293","37.5844","-423.7500","317.7750","220.0500","3.9919","7688.7749","4.5971","1724.2207"
"96.250","61.0632","14","1.4484","0.2956","-0.9376","86.1283","48.4637","406.9612","5.3000","0.1900","20.0532","41.56701175","44.94935752","-0.2772","1.2573","-1.3193","25.5680","7.3217","34.1766","-409.5000","317.8625","224.3000","3.9920","7726.3501","4.7400","1725.0654"
"96.300","61.6183","14","1.4402","0.2671","-0.9738","88.4807","47.8090","406.9378","5.3000","0.1900","20.5126","41.56701133","44.94936780","-0.2695","1.2676","-1.2617","27.5625","6.0760","34.1000","-398.2250","318.9625","227.0813","3.9922","7754.7500","4.8829","1725.9172"
"96.350","61.5815","15","1.4606","0.1672","-0.9909","90.9838","48.1573","406.9265","5.3000","0.1800","20.3521","41.56701055","44.94937800","-0.2438","1.2871","-1.2866","29.4492","7.5176","36.6250","-385.1125","322.9250","228.6000","3.9923","7807.7749","4.9862","1726.7727"
"96.400","61.7757","15","1.5444","0.1163","-1.0122","93.7227","50.7270","406.9080","5.3000","0.1800","19.3820","41.56700923","44.94938822","-0.2385","1.3105","-1.3770","21.6164","7.6678","35.9797","-372.3125","322.8250","232.6000","3.9925","7840.9502","4.9092","1727.6296"
"96.450","61.7416","15","1.6144","0.1156","-1.0439","96.5568","52.8954","406.8799","5.3000","0.1800","18.5772","41.56700759","44.94939825","-0.3859","1.4014","-1.4551","0.5748","4.2770","30.9586","-350.4000","312.7000","246.1125","3.9926","7840.8999","4.8323","1728.4874"
"96.500","62.0013","15","1.6505","0.1058","-1.1124","99.2989","53.9458","406.8423","5.3000","0.1960","18.2921","41.56700555","44.94940827","-0.4963","1.4961","-1.4600","-23.0812","5.1896","27.7773","-335.2375","308.7125","253.9312","3.9928","7936.8999","4.7554","1729.3469"
"96.550","62.4112","15","1.6662","0.0386","-1.1659","101.4990","54.3494","406.8011","5.3000","0.1900","18.2763","41.56700332","44.94941833","-0.4304","1.5767","-1.4248","-6.4481","5.6387","30.3539","-326.6250","320.5000","250.6562","3.9929","7955.6748","4.6785","1730.2102"
"96.600","62.0581","16","1.7045","0.0204","-1.1602","104.1031","55.5963","406.7887","5.3000","0.1900","17.7653","41.56700075","44.94942809","-0.2505","1.4209","-1.2686","50.7984","1.8042","31.3687","-320.3875","326.5000","248.0125","3.9931","7929.3750","4.6015","1731.0743"
"96.650","61.5360","16","1.7131","0.0548","-1.1188","107.0043","55.8919","406.7877","5.3000","0.1900","17.5227","41.56699775","44.94943752","-0.3185","1.1494","-1.2339","71.0437","-1.6579","32.0430","-311.1750","317.3375","250.7437","3.9932","7913.6499","4.5246","1731.9326"
"96.700","61.8099","16","1.7113","0.0986","-1.0471","110.0249","55.7932","406.7897","5.3000","0.1980","17.6318","41.56699425","44.94944689","-0.4888","1.2002","-1.4355","34.3078","4.4204","33.9578","-302.6750","308.6500","254.5312","3.9934","8018.4502","4.4477","1732.7893"
"96.750","62.6651","16","1.6908","0.1357","-1.0207","113.1812","55.0196","406.7836","5.3000","0.2100","18.1271","41.56699027","44.94945630","-0.2830","1.3711","-1.5542","38.9844","6.7998","33.8312","-290.8375","302.4625","260.7625","3.9935","8054.7749","4.3708","1733.6532"
"96.800","62.9064","16","1.6565","0.1619","-1.0803","115.4268","53.7383","406.7430","5.3000","0.2070","18.6308","41.56698627","44.94946558","-0.2426","1.2012","-1.4590","64.1109","2.0519","29.7898","-282.3875","296.6500","265.4125","3.9937","8053.6748","4.2938","1734.5247"
"96.850","62.9348","16","1.6260","0.1922","-1.1092","117.8830","52.5493","406.7173","5.3000","0.2055","19.0609","41.56698200","44.94947460","-0.3887","1.0127","-1.4253","21.5477","4.1591","25.1313","-276.3500","284.9750","269.4250","3.9938","8111.2998","4.2169","1735.3983"
"96.900","63.1787","16","1.5863","0.2310","-1.1058","120.8787","51.0299","406.6921","5.3000","0.2100","19.7045","41.56697719","44.94948337","-0.3708","1.1406","-1.3828","-13.2732","4.5889","23.4203","-272.3250","277.8250","271.2500","3.9940","8143.3999","4.1400","1736.2742"
"96.950","63.3076","16","1.5597","0.2511","-1.0460","123.4942","49.8855","406.6897","5.3000","0.2195","20.1977","41.56697233","44.94949179","-0.3416","1.2090","-1.1821","1.1126","2.7409","22.3531","-266.0125","280.6500","267.9625","3.9940","8154.7749","4.0631","1737.1527"
"97.000","63.8295","16","1.4807","0.2306","-1.0908","125.4480","47.0706","406.6565","5.3000","0.2070","21.5820","41.56696718","44.94950019","-0.2917","1.1279","-1.0801","22.2375","1.9071","24.8055","-259.3875","284.2125","265.2750","3.9941","8184.9751","4.0225","1738.0355"
"97.050","64.3520","16","1.4062","0.1978","-1.0627","127.5500","44.4477","406.6440","5.3000","0.2000","23.0426","41.56696173","44.94950853","-0.2650","1.1421","-1.1426","15.2957","0.5021","25.5438","-246.8313","283.0500","268.9000","3.9941","8209.9248","4.1475","1738.9260"
"97.100","64.5845","16","1.3716","0.1470","-1.0900","129.8043","43.1486","406.6154","5.3000","0.1920","23.8222","41.56695605","44.94951656","-0.2874","1.1367","-1.2021","0.2575","1.6242","22.6070","-236.0625","280.7875","272.7000","3.9942","8257.0000","4.2725","1739.8215"
"97.150","64.7537","16","1.3920","0.1389","-1.1191","132.1005","43.6390","406.5792","5.3000","0.1900","23.6162","41.56695007","44.94952416","-0.3413","1.0605","-1.2056","5.7182","2.3920","20.9406","-226.6750","280.2500","271.3000","3.9942","8262.7002","4.3975","1740.7200"
"97.200","65.2162","16","1.3872","0.1881","-1.0957","134.2111","43.3450","406.5670","5.3000","0.1900","23.9462","41.56694393","44.94953172","-0.4062","1.0527","-1.1123","16.2969","0.1350","19.6562","-220.9438","280.2500","269.2750","3.9943","8274.5000","4.5225","1741.6223"
"97.250","65.4361","16","1.3599","0.2452","-1.0874","136.3239","42.2884","406.5501","5.3000","0.1955","24.6273","41.56693760","44.94953890","-0.5214","0.9795","-1.1187","12.6387","0.8976","17.7109","-222.4937","280.2500","269.4750","3.9943","8316.3750","4.6475","1742.5300"
"97.300","65.4378","15","1.2941","0.2417","-1.0392","138.5351","39.9946","406.5391","5.3000","0.2080","26.0404","41.56693103","44.94954569","-0.6196","0.8149","-1.2656","2.9651","4.2299","14.9371","-224.0125","280.4875","269.7625","3.9944","8375.4004","4.7725","1743.4392"
"97.350","65.8603","15","1.2418","0.2374","-1.0238","140.3029","38.1476","406.5269","5.3000","0.2000","27.4775","41.56692422","44.94955245","-0.5381","0.7168","-1.1943","15.0719","1.2605","11.3434","-216.7437","282.0875","266.9375","3.9944","8364.0254","4.8975","1744.3511"
"97.400","66.4701","15","1.2055","0.2768","-1.0511","142.0399","36.8084","406.4851","5.3000","0.1970","28.7408","41.56691727","44.94955903","-0.5503","0.6406","-1.0342","16.9258","-1.6348","9.6645","-209.4937","283.4875","264.7750","3.9945","8372.5254","5.0044","1745.2693"
"97.450","67.3675","15","1.1042","0.2887","-1.1128","143.9058","33.4828","406.4388","5.3000","0.1845","32.0220","41.56690993","44.94956546","-0.5032","0.5231","-1.0981","-0.5990","1.5289","9.6621","-204.8250","282.5250","267.0625","3.9945","8412.4502","5.0288","1746.1997"
"97.500","68.0523","15","0.9599","0.3007","-1.0797","145.5490","28.8964","406.4063","5.3000","0.1800","37.4817","41.56690253","44.94957158","-0.4839","0.4214","-1.0986","-14.9000","0.9777","6.2080","-201.4500","281.0375","269.7000","3.9946","8444.7500","5.0532","1747.1400"
"97.550","68.4117","15","0.8278","0.3150","-1.0896","146.8696","24.7264","406.3834","5.3000","0.1590","44.0342","41.56689503","44.94957763","-0.5227","0.3655","-1.0229","-18.3555","-1.8604","2.5150","-194.2188","278.1875","272.7000","3.9946","8447.7246","5.0776","1748.0873"
"97.600","68.5660","15","0.7236","0.3086","-1.0642","147.5123","21.4448","406.3699","5.3000","0.1370","50.8870","41.56688773","44.94958371","-0.4734","0.2964","-0.9619","-13.9875","-0.7111","1.2890","-188.4563","276.2750","274.4875","3.9947","8486.1504","5.1020","1749.0383"
"97.650","68.9602","15","0.6208","0.2850","-1.0381","148.4079","18.2559","406.3523","5.3000","0.1245","60.1194","41.56688022","44.94958959","-0.3484","0.2337","-0.8899","-0.8854","-0.1706","2.6763","-189.1313","281.4625","273.3000","3.9947","8522.1748","5.1263","1749.9934"
"97.700","69.5110","15","0.5095","0.2586","-1.0199","149.3498","14.8770","406.3355","5.3000","0.1200","74.3630","41.56687253","44.94959539","-0.4265","0.2474","-0.9380","-2.4655","-1.6197","3.6240","-191.7063","288.1375","271.0500","3.9948","8567.8496","5.1507","1750.9552"
"97.750","70.0182","15","0.4252","0.2297","-1.0170","150.1174","12.3340","406.3138","5.3000","0.1200","90.3499","41.56686487","44.94960112","-0.4196","0.2642","-0.9177","-19.1617","-0.1293","-0.6068","-192.8625","289.7500","268.5500","3.9948","8610.5752","5.1751","1751.9241"
"97.800","70.5720","15","0.3549","0.2108","-1.0469","150.4875","10.2372","406.2841","5.3000","0.1200","109.7161","41.56685699","44.94960687","-0.3706","0.0660","-1.0107","-19.7766","-0.2224","-5.2957","-193.2437","289.7375","266.2875","3.9949","8665.4502","5.1995","1752.9000"
"97.850","70.9729","15","0.2691","0.2152","-1.0682","150.7994","7.7223","406.2516","5.3000","0.1200","146.2727","41.56684919","44.94961266","-0.5466","0.0717","-1.1084","-14.1332","0.4084","-4.7418","-194.4062","298.1375","262.8250","3.9949","8703.9004","5.2239","1753.8833"
"97.900","71.2607","15","0.1970","0.2308","-1.0564","151.2024","5.6229","406.2297","5.3000","0.1200","201.7036","41.56684130","44.94961839","-0.4275","0.0018","-1.0596","-10.9746","3.4351","-5.6754","-195.6125","308.1000","259.8000","3.9950","8754.6250","5.2483","1754.8713"
"97.950","71.7225","15","0.1522","0.2648","-1.0380","151.4560","4.3176","406.2219","5.3000","0.1200","264.3853","41.56683335","44.94962411","-0.2631","-0.0612","-0.8394","-8.8430","-3.0906","-6.9084","-195.3875","310.3875","256.9375","3.9947","8810.2246","5.2727","1755.8640"
"98.000","71.9271","15","0.0913","0.2511","-1.0345","151.6576","2.5772","406.1973","5.3000","0.1230","444.1844","41.56682531","44.94962978","-0.3682","-0.0709","-0.8394","-11.1352","-3.4907","-7.3889","-194.5188","309.2625","254.7812","3.9943","8841.5000","5.2971","1756.8610"
"98.050","72.4216","15","0.0002","0.2405","-1.0182","151.5482","0.0077","406.1790","5.3000","0.1300","10000.0000","41.56681733","44.94963562","-0.4066","-0.1543","-0.8540","-13.7164","0.1718","-10.5535","-191.6313","310.4500","255.4625","3.9940","8910.4248","5.3215","1757.8639"
"98.100","73.0902","15","-0.0890","0.2304","-1.0273","151.4708","-2.4776","406.1500","5.3000","0.1220","469.5103","41.56680925","44.94964159","-0.4285","-0.2291","-0.9453","-17.2734","-1.1132","-11.9441","-188.9062","312.7000","256.7375","3.9936","8956.5996","5.3459","1758.8744"
"98.150","73.5684","16","-0.1438","0.2490","-1.0590","151.3058","-3.9824","406.1154","5.3000","0.1200","294.0147","41.56680111","44.94964746","-0.4313","-0.3176","-1.0205","-14.6707","-2.3109","-12.4766","-192.1938","315.5625","255.0063","3.9933","8990.9248","5.3702","1759.8923"
"98.200","73.7760","16","-0.2121","0.2635","-1.0803","150.9346","-5.8367","406.0888","5.3000","0.1200","201.1722","41.56679305","44.94965356","-0.3477","-0.4116","-0.8877","-16.6195","-0.7939","-13.4246","-197.1687","317.9750","252.1687","3.9929","9054.6748","5.3946","1760.9152"
"98.250","74.2387","16","-0.3054","0.2511","-1.0686","150.5911","-8.3514","406.0651","5.3000","0.1255","141.4788","41.56678497","44.94965987","-0.3970","-0.4478","-0.9153","-12.9051","1.9113","-14.1965","-200.8125","316.8000","251.4312","3.9926","9122.4746","5.4190","1761.9432"
"98.300","74.7521","16","-0.3979","0.2424","-1.0625","150.1013","-10.8203","406.0450","5.3000","0.1300","109.9523","41.56677685","44.94966623","-0.4094","-0.5054","-0.9214","-4.3299","-0.5272","-12.0359","-203.2125","314.3000","251.7437","3.9922","9167.8252","5.4434","1762.9780"
"98.350","75.2159","16","-0.4592","0.2341","-1.0555","149.5489","-12.4175","406.0247","5.3000","0.1200","96.4039","41.56676874","44.94967278","-0.4072","-0.5286","-0.9668","-0.4167","-1.4967","-9.0363","-206.9563","313.7500","251.8750","3.9919","9197.8252","5.4678","1764.0194"
"98.400","75.6113","16","-0.4893","0.2225","-1.0590","148.7913","-13.1586","406.0000","5.3000","0.1230","91.4527","41.56676070","44.94967951","-0.4390","-0.6382","-1.0000","-8.2736","-1.4183","-9.5297","-211.9125","314.2375","251.7563","3.9915","9247.4248","5.4922","1765.0664"
"98.450","75.9983","16","-0.5232","0.2206","-1.0590","148.1702","-13.9995","405.9780","5.3000","0.1300","86.3995","41.56675269","44.94968640","-0.2131","-0.5258","-0.9617","-13.0844","-0.2678","-12.4945","-215.0063","320.0500","246.8000","3.9912","9307.4502","5.5166","1766.1196"
"98.500","76.3062","16","-0.5563","0.2177","-1.0647","147.3186","-14.8105","405.9566","5.3000","0.1380","81.9994","41.56674468","44.94969343","-0.1482","-0.4680","-1.0088","-4.6734","-0.8193","-10.6621","-217.2188","329.1000","238.6375","3.9908","9346.2754","5.5410","1767.1772"
"98.550","76.5311","16","-0.5840","0.2367","-1.0796","146.3858","-15.4705","405.9337","5.3000","0.1395","78.7324","41.56673686","44.94970072","-0.1928","-0.4745","-1.0864","11.5945","-1.9835","-5.2359","-215.5188","329.3500","237.8687","3.9905","9387.7998","5.5654","1768.2386"
"98.600","76.9335","16","-0.5712","0.2525","-1.0874","145.7141","-15.0500","405.9069","5.3000","0.1300","81.3579","41.56672896","44.94970823","-0.4150","-0.3894","-0.9805","15.2016","-2.7443","-1.6340","-211.5688","324.1000","241.7937","3.9901","9416.7246","5.5898","1769.3041"
"98.650","77.5359","16","-0.5395","0.2335","-1.0613","145.2034","-14.1334","405.8929","5.3000","0.1300","87.3125","41.56672101","44.94971574","-0.4171","-0.4031","-0.9607","4.2130","-0.1971","-3.2605","-210.0688","319.7125","244.8813","3.9898","9465.6748","5.6141","1770.3773"
"98.700","78.1600","16","-0.5135","0.2160","-1.0611","144.6877","-13.3833","405.8793","5.3000","0.1300","92.9484","41.56671305","44.94972351","-0.4048","-0.2939","-0.9512","-8.5051","-0.5531","-2.9781","-210.2375","316.0500","246.9688","3.9894","9505.8252","5.6385","1771.4585"
"98.750","78.4550","16","-0.4505","0.2261","-1.0656","143.8665","-11.6831","405.8561","5.3000","0.1295","106.8763","41.56670512","44.94973154","-0.5032","-0.2623","-1.0088","-5.0253","-0.9570","-3.5496","-213.3313","319.4625","244.7250","3.9891","9536.8252","5.6629","1772.5459"
"98.800","78.8389","16","-0.4030","0.2551","-1.0829","143.2071","-10.3977","405.8257","5.3000","0.1200","120.6764","41.56669735","44.94973957","-0.4858","-0.2632","-0.9688","-2.6075","0.2434","-3.9354","-218.0500","327.1125","239.8375","3.9887","9589.4004","5.6873","1773.6379"
"98.850","79.2532","16","-0.3724","0.2630","-1.0953","142.6914","-9.5542","405.8006","5.3000","0.1200","132.0205","41.56668950","44.94974767","-0.4025","-0.2684","-0.8635","-5.8982","0.0727","-4.9506","-215.4000","333.9625","235.9500","3.9884","9633.8750","5.7117","1774.7362"
"98.900","79.5691","16","-0.3430","0.2543","-1.0773","142.4127","-8.7469","405.7785","5.3000","0.1200","144.7802","41.56668161","44.94975594","-0.3564","-0.1681","-0.8950","-10.1078","-1.0602","-5.6109","-208.1250","340.6375","232.8000","3.9880","9687.3252","5.7361","1775.8392"
"98.950","79.8794","16","-0.2968","0.2480","-1.0544","142.1194","-7.5264","405.7657","5.3000","0.1205","168.9148","41.56667371","44.94976429","-0.4128","-0.3152","-1.0420","-9.1262","-1.3872","-7.1438","-212.6938","343.4750","229.8813","3.9880","9737.0996","5.7605","1776.9465"
"99.000","80.2532","16","-0.2851","0.2271","-1.0363","141.7588","-7.1911","405.7505","5.3000","0.1270","177.6169","41.56666586","44.94977264","-0.4819","-0.3538","-0.9937","-7.6973","-0.1527","-8.3109","-224.7812","344.2500","226.9250","3.9879","9758.7500","5.7849","1778.0582"
"99.050","80.8380","16","-0.2793","0.1795","-1.0376","141.3389","-7.0119","405.7330","5.3000","0.1200","183.4853","41.56665790","44.94978123","-0.6226","-0.2387","-0.7661","-8.1611","-5.2248","-5.9113","-229.3750","342.8250","227.6750","3.9879","9678.0254","5.8093","1779.1771"
"99.100","81.3747","16","-0.2478","0.1042","-1.0432","141.0443","-6.1967","405.7084","5.3000","0.1200","209.0008","41.56665001","44.94978982","-0.8955","-0.1089","-0.6514","-9.0875","-4.1064","-6.1865","-228.0375","338.5875","232.1625","3.9878","9463.3750","5.8337","1780.3035"
