"Format","AiM CSV File"
"Session","RIM B"
"Vehicle","RotaxMax1"
"Racer","KharitonovIvan"
"Championship",""
"Comment",""
"Date","Tuesday, November 11, 2025"
"Time","4:19 PM"
"Sample Rate","20"
"Duration","1017.99"
"Segment","Session"
"Beacon Markers","106.911","180.84","248.739","315.457","381.265","446.774","514.314","580.835","647.099","711.313","777.139","852.77","936.004","1004.23","1017.99"
"Segment Times","1:46.911","1:13.929","1:07.899","1:06.718","1:05.808","1:05.509","1:07.540","1:06.521","1:06.264","1:04.214","1:05.826","1:15.631","1:23.234","1:08.222","0:13.760"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Int Batt Voltage","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","V","rpm","m"

"2.000","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5064","-0.1950","0.0145","0.0836","13.2582","5.8516","11.0562","4.0827","3915.0000","6.8487"
"2.050","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5017","-0.1817","-0.0013","0.0831","14.9746","5.8516","11.3086","4.0822","4220.3999","7.0199"
"2.100","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5058","-0.1765","-0.0175","0.0797","16.0473","5.8516","11.4133","4.0829","4234.0000","7.1911"
"2.150","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5148","-0.1744","-0.0322","0.0750","16.1031","5.8477","11.3086","4.0844","4394.5000","7.3623"
"2.200","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5239","-0.1718","-0.0444","0.0705","15.2418","5.8439","11.0301","4.0858","4456.8999","7.5335"
"2.250","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5329","-0.1672","-0.0535","0.0669","13.7098","5.8420","10.6449","4.0873","4497.7500","7.7048"
"2.300","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5419","-0.1594","-0.0598","0.0653","12.0027","5.8398","10.2422","4.0887","4476.1001","7.8760"
"2.350","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5510","-0.1459","-0.0644","0.0663","10.2672","5.8359","9.8570","4.0902","4588.6001","8.0472"
"2.400","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5600","-0.1342","-0.0678","0.0683","9.4738","5.8342","9.6812","4.0916","4485.0000","8.2184"
"2.450","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5691","-0.1249","-0.0721","0.0706","9.3797","5.8320","9.6633","4.0931","4369.0000","8.3896"
