Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,14811,1024,0,0,860,1012,12939,0,41566093.25577466,44949766.77777014,4050
1,16388,1025,0,0,848,1021,12939,0,41566091,44949775,4050
1,14538,1020,0,0,840,1037,12806,0,41566083,44949789,4050
1,13083,1006,0,0,842,1050,12614,0,41566068,44949818,4050
1,12554,993,0,0,840,1062,12353,0,41566055,44949846,4050
1,12089,973,0,0,847,1068,12139,0,41566043,44949874,4050
1,11783,946,0,0,842,1063,11845,0,41566031,44949904,4040
1,11771,923,0,0,846,1053,11604,0,41566021,44949934,4040
1,11739,902,0,0,846,1040,11318,0,41566013,44949963,4040
1,11857,883,0,0,853,1026,11019,0,41566006,44949993,4040
1,12165,873,0,0,858,1011,10731,0,41566001,44950021,4040
1,12099,867,0,0,845,1024,10437,0,41565996,44950050,4040
1,12089,863,0,0,844,1036,10077,0,41565993,44950080,4040
1,12177,854,0,0,845,1042,9776,0,41565991,44950108,4040
1,12123,834,0,0,826,1038,9421,0,41565991,44950136,4040
1,11730,821,0,0,818,1017,9177,0,41565991,44950166,4040
1,11815,811,0,0,841,1015,8908,0,41565993,44950195,4040
1,11822,806,0,0,835,998,8344,0,41565996,44950221,4040
1,11432,806,0,0,832,996,7992,0,41566001,44950248,4030
1,11525,807,0,0,848,993,7603,0,41566008,44950275,4030
1,11576,810,0,0,839,994,7078,0,41566016,44950300,4030
1,11605,812,0,0,850,992,6682,0,41566025,44950325,4030
1,11478,813,0,0,879,989,6388,0,41566035,44950350,4030
1,11522,817,0,0,905,987,5955,0,41566046,44950371,4030
1,11357,822,0,0,928,985,5533,0,41566058,44950395,4020
1,11450,826,0,0,975,982,5212,0,41566071,44950415,4020
1,11514,832,0,0,999,985,4730,0,41566086,44950435,4020
1,11578,839,0,0,1018,982,4569,0,41566101,44950453,4020
1,11618,844,0,0,1038,989,4496,0,41566116,44950473,4020
1,11748,850,0,0,1060,984,4407,0,41566131,44950493,4020
