Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,12850,1004,0,0,895,1052,12750,0,41566102.21037349,44949774.0290613,4030
1,12458,985,0,0,894,1057,12750,0,41566097,44949787,4030
1,12217,965,0,0,892,1055,12576,0,41566090,44949801,4030
1,12290,945,0,0,889,1047,12408,0,41566076,44949828,4030
1,12353,925,0,0,869,1034,12212,0,41566065,44949856,4030
1,12322,910,0,0,861,1026,12048,0,41566053,44949883,4030
1,12106,901,0,0,849,1025,11865,0,41566043,44949911,4030
1,11966,893,0,0,841,1026,11642,0,41566033,44949938,4030
1,12210,883,0,0,831,1022,11420,0,41566025,44949966,4030
1,12373,874,0,0,849,1017,11154,0,41566018,44949994,4030
1,12254,867,0,0,851,1005,10764,0,41566013,44950023,4030
1,12340,861,0,0,841,1020,10465,0,41566008,44950051,4030
1,12205,861,0,0,838,1039,10099,0,41566006,44950080,4020
1,12623,853,0,0,837,1045,9769,0,41566005,44950110,4020
1,12523,829,0,0,817,1031,9366,0,41566005,44950138,4020
1,11739,816,0,0,815,1013,9144,0,41566005,44950168,4020
1,11846,811,0,0,827,1003,8843,0,41566006,44950195,4020
1,11838,805,0,0,823,993,8308,0,41566011,44950223,4020
1,11503,806,0,0,833,979,7903,0,41566016,44950250,4020
1,11520,813,0,0,845,986,7437,0,41566023,44950276,4020
1,11583,819,0,0,853,989,6917,0,41566031,44950301,4020
1,11618,825,0,0,870,991,6570,0,41566041,44950326,4010
1,11655,826,0,0,894,986,6185,0,41566051,44950350,4010
1,11594,830,0,0,918,983,5735,0,41566065,44950373,4010
1,11580,837,0,0,953,982,5409,0,41566076,44950395,4010
1,11634,843,0,0,985,978,5057,0,41566091,44950416,4010
1,11709,849,0,0,1010,979,4832,0,41566105,44950436,4010
1,11829,858,0,0,1038,983,4663,0,41566120,44950456,4010
1,11869,865,0,0,1055,987,4502,0,41566135,44950476,4010
1,11990,869,0,0,1063,985,4462,0,41566151,44950496,4010
1,12113,874,0,0,1056,984,4520,0,41566166,44950516,4010
1,12094,880,0,0,1057,989,4656,0,41566181,44950538,4000
1,12045,885,0,0,1051,987,4766,0,41566195,44950560,4000
1,12062,889,0,0,1043,986,4919,0,41566210,44950581,4000
1,12111,893,0,0,1039,987,5052,0,41566223,44950605,4000
1,12177,900,0,0,1036,987,5189,0,41566236,44950628,4000
1,12237,903,0,0,1027,990,5250,0,41566250,44950651,4000
1,12330,907,0,0,1020,986,5364,0,41566263,44950676,4000
1,12368,912,0,0,1018,986,5451,0,41566276,44950701,4000
1,12430,916,0,0,1007,987,5502,0,41566290,44950726,4000
1,12507,922,0,0,1002,1004,5588,0,41566301,44950751,3990
1,12560,927,0,0,993,1031,5620,0,41566315,44950776,3990
1,12455,921,0,0,983,1056,5642,0,41566328,44950801,3990
1,11419,903,0,0,964,1071,5659,0,41566340,44950828,3990
1,9915,878,0,0,946,1071,5682,0,41566353,44950855,3990
1,9070,852,0,0,926,1063,5667,0,41566365,44950880,3990
1,8810,826,0,0,916,1054,5650,0,41566376,44950903,3990
1,9966,807,0,0,907,1057,5577,0,41566390,44950928,3990
1,9874,789,0,0,901,1061,5474,0,41566401,44950950,3990
1,9928,767,0,0,894,1067,5272,0,41566413,44950971,3990
1,9770,743,0,0,894,1058,5025,0,41566426,44950991,3980
1,9666,720,0,0,887,1054,4745,0,41566440,44951010,3980
1,9439,700,0,0,882,1050,4508,0,41566453,44951026,3980
1,9257,683,0,0,880,1049,4231,0,41566466,44951041,3980
1,9137,664,0,0,876,1041,3869,0,41566481,44951055,3980
1,9084,646,0,0,869,1023,3426,0,41566496,44951066,3980
1,9157,635,0,0,858,1003,3049,0,41566511,44951076,3980
1,9312,630,0,0,848,984,2599,0,41566526,44951085,3980
1,9316,632,0,0,846,981,2140,0,41566541,44951091,3980
1,9339,641,0,0,849,984,1637,0,41566558,44951095,3980
1,9316,649,0,0,849,1001,1012,0,41566575,44951096,3980
1,9293,651,0,0,857,1002,442,0,41566591,44951096,3980
1,9302,649,0,0,866,1001,35776,0,41566608,44951095,3980
1,9181,647,0,0,868,1001,35145,0,41566625,44951088,3980
1,9153,649,0,0,871,1002,34641,0,41566640,44951081,3980
1,9089,648,0,0,875,1012,34103,0,41566655,44951073,3980
1,9088,646,0,0,871,1018,33559,0,41566669,44951063,3980
1,9077,642,0,0,865,1023,33049,0,41566682,44951051,3980
1,9048,632,0,0,861,1017,32586,0,41566694,44951038,3980
1,9084,623,0,0,861,1021,32119,0,41566706,44951025,3980
1,8943,620,0,0,859,1017,31623,0,41566717,44951008,3980
1,8766,611,0,0,866,1019,31123,0,41566726,44950991,3980
1,8737,602,0,0,873,1009,30467,0,41566732,44950973,3980
1,8717,600,0,0,879,1010,29843,0,41566737,44950953,3980
1,8709,595,0,0,879,1010,29214,0,41566742,44950935,3980
1,8748,592,0,0,886,1010,28656,0,41566744,44950915,3980
1,8789,589,0,0,885,1009,28069,0,41566746,44950893,3980
1,8875,584,0,0,885,1013,27508,0,41566746,44950873,3980
1,8759,580,0,0,884,1002,26980,0,41566746,44950853,3980
1,8738,576,0,0,882,1003,26462,0,41566742,44950833,3980
1,8605,575,0,0,881,992,25858,0,41566739,44950813,3980
1,8651,577,0,0,886,989,25408,0,41566734,44950795,3980
1,8707,578,0,0,894,981,24773,0,41566727,44950776,3980
1,8529,584,0,0,908,978,24231,0,41566719,44950760,3990
1,8720,592,0,0,927,976,23650,0,41566709,44950745,3990
1,8550,600,0,0,941,975,23016,0,41566699,44950730,3990
1,8538,609,0,0,957,975,22552,0,41566687,44950716,3990
1,8583,619,0,0,967,979,22068,0,41566676,44950703,3990
1,8675,627,0,0,975,978,21765,0,41566663,44950691,3990
1,8754,634,0,0,983,980,21551,0,41566650,44950680,3990
1,8845,642,0,0,990,981,21400,0,41566636,44950668,3990
1,8925,650,0,0,998,979,21283,0,41566623,44950656,3990
1,9018,655,0,0,1003,979,21178,0,41566610,44950646,3990
1,9110,663,0,0,1006,979,21103,0,41566595,44950635,3990
1,9189,672,0,0,1011,982,21065,0,41566581,44950623,3990
1,9282,677,0,0,1014,983,21075,0,41566566,44950613,3990
1,9383,684,0,0,1021,978,21099,0,41566553,44950601,3990
1,9474,690,0,0,1029,979,21157,0,41566538,44950590,3990
1,9566,698,0,0,1040,979,21165,0,41566523,44950576,3990
1,9666,706,0,0,1048,980,21194,0,41566510,44950565,3990
1,9760,712,0,0,1056,985,21273,0,41566495,44950553,3990
1,9873,719,0,0,1058,981,21353,0,41566480,44950540,3990
1,9956,725,0,0,1064,983,21522,0,41566465,44950525,4000
1,10033,730,0,0,1065,980,21653,0,41566451,44950510,4000
1,10126,738,0,0,1067,980,21844,0,41566436,44950495,4000
1,10209,744,0,0,1071,981,22044,0,41566423,44950478,4000
1,10275,751,0,0,1079,981,22229,0,41566410,44950461,4000
1,10344,759,0,0,1086,984,22413,0,41566396,44950445,4000
1,10416,765,0,0,1096,987,22633,0,41566385,44950426,4000
1,10511,770,0,0,1104,990,22814,0,41566371,44950406,4000
1,10598,774,0,0,1108,990,23028,0,41566360,44950386,4000
1,10662,777,0,0,1123,992,23248,0,41566350,44950366,4000
1,10741,781,0,0,1122,991,23530,0,41566338,44950345,4000
1,10830,784,0,0,1129,995,23825,0,41566328,44950323,4000
1,10861,787,0,0,1135,995,24123,0,41566320,44950300,4000
1,10830,789,0,0,1146,1001,24436,0,41566311,44950276,4000
1,10893,790,0,0,1140,1002,24706,0,41566305,44950253,4000
1,10950,789,0,0,1142,999,25171,0,41566300,44950228,4000
1,10993,787,0,0,1136,997,25434,0,41566295,44950201,4000
1,10976,788,0,0,1127,992,25818,0,41566291,44950176,4000
1,10932,790,0,0,1117,993,26212,0,41566290,44950150,4000
1,10917,793,0,0,1108,988,26622,0,41566290,44950125,4000
1,10940,797,0,0,1110,992,27008,0,41566290,44950098,4010
1,11019,801,0,0,1112,986,27296,0,41566291,44950071,4010
1,11043,804,0,0,1114,988,27591,0,41566295,44950046,4010
1,11127,809,0,0,1118,989,27869,0,41566298,44950020,4010
1,11135,815,0,0,1119,995,28127,0,41566303,44949993,4010
1,11152,817,0,0,1115,993,28387,0,41566310,44949968,4010
1,11198,817,0,0,1113,993,28693,0,41566316,44949943,4010
1,11225,821,0,0,1105,991,28994,0,41566323,44949918,4010
1,11238,824,0,0,1096,997,29281,0,41566333,44949893,4010
1,11273,825,0,0,1085,994,29575,0,41566341,44949869,4010
1,11288,827,0,0,1071,994,29835,0,41566353,44949846,4010
1,11318,829,0,0,1052,991,30092,0,41566363,44949823,4010
1,11331,832,0,0,1037,991,30357,0,41566376,44949801,4010
1,11367,836,0,0,1023,990,30549,0,41566388,44949778,4010
1,11417,839,0,0,1012,991,30721,0,41566401,44949758,4010
1,11461,843,0,0,1005,992,30850,0,41566415,44949736,4020
1,11511,846,0,0,1003,993,30936,0,41566428,44949714,4020
1,11562,849,0,0,1003,990,30971,0,41566441,44949693,4020
1,11598,851,0,0,1002,992,30990,0,41566455,44949671,4020
1,11643,856,0,0,1003,991,30996,0,41566470,44949649,4020
1,11684,858,0,0,1004,995,30996,0,41566483,44949628,4020
1,11714,860,0,0,1005,990,30999,0,41566496,44949606,4020
1,11753,863,0,0,1002,993,31010,0,41566510,44949584,4020
1,11790,866,0,0,1004,993,31030,0,41566525,44949563,4020
1,11818,869,0,0,1005,995,31023,0,41566538,44949541,4020
1,11850,871,0,0,1004,993,31040,0,41566553,44949518,4020
1,11881,873,0,0,1006,994,31056,0,41566566,44949496,4020
1,11914,876,0,0,1008,993,31071,0,41566581,44949474,4020
1,11940,878,0,0,1007,993,31064,0,41566595,44949453,4020
1,11966,880,0,0,1008,993,31077,0,41566610,44949431,4020
1,12002,883,0,0,1010,996,31099,0,41566623,44949408,4020
1,12033,885,0,0,1009,1018,31110,0,41566638,44949386,4020
1,12060,886,0,0,1014,1044,31139,0,41566653,44949364,4030
1,11850,874,0,0,1022,1066,31155,0,41566667,44949343,4030
1,11035,848,0,0,1027,1073,31163,0,41566682,44949321,4030
1,9981,823,0,0,1038,1071,31194,0,41566696,44949298,4030
1,8988,797,0,0,1054,1072,31223,0,41566711,44949278,4030
1,8392,771,0,0,1065,1065,31243,0,41566724,44949258,4030
1,8410,746,0,0,1074,1061,31331,0,41566739,44949238,4030
1,9126,724,0,0,1087,1057,31446,0,41566752,44949219,4030
1,9398,703,0,0,1097,1055,31550,0,41566766,44949203,4030
1,9122,683,0,0,1094,1054,31768,0,41566779,44949188,4030
1,8462,664,0,0,1108,1040,32040,0,41566794,44949173,4030
1,8126,645,0,0,1113,1024,32356,0,41566807,44949159,4030
1,8209,636,0,0,1113,1033,32668,0,41566822,44949149,4030
1,8004,636,0,0,1117,1054,33055,0,41566836,44949139,4030
1,7828,614,0,0,1119,1058,33549,0,41566851,44949131,4030
1,7945,579,0,0,1110,1040,33819,0,41566866,44949124,4030
1,8193,566,0,0,1109,1015,34475,0,41566881,44949121,4030
1,8072,561,0,0,1111,1011,34998,0,41566896,44949119,4030
1,8145,556,0,0,1109,1000,35512,0,41566909,44949119,4030
1,8052,555,0,0,1114,1000,225,0,41566922,44949121,4030
1,8113,555,0,0,1117,1004,643,0,41566936,44949124,4030
1,8054,556,0,0,1117,1014,1258,0,41566951,44949129,4030
1,8003,553,0,0,1121,1008,1842,0,41566962,44949136,4030
1,8076,546,0,0,1114,993,2409,0,41566976,44949144,4030
1,8060,544,0,0,1114,980,3115,0,41566986,44949156,4030
1,8026,552,0,0,1111,980,3669,0,41566997,44949168,4030
1,8043,560,0,0,1112,985,4393,0,41567006,44949181,4030
1,8043,565,0,0,1109,986,4997,0,41567014,44949194,4030
1,8078,571,0,0,1118,995,5664,0,41567022,44949211,4030
1,8102,575,0,0,1117,998,6171,0,41567027,44949228,4030
1,8125,575,0,0,1115,1002,6708,0,41567032,44949246,4030
1,8122,574,0,0,1113,998,7281,0,41567036,44949264,4030
1,8164,575,0,0,1109,1001,7830,0,41567039,44949283,4030
1,8209,574,0,0,1105,994,8397,0,41567039,44949301,4030
1,8257,574,0,0,1109,983,9097,0,41567037,44949321,4020
1,8274,577,0,0,1107,977,9598,0,41567034,44949339,4020
1,8386,586,0,0,1106,976,10136,0,41567031,44949358,4020
1,8496,596,0,0,1106,981,10623,0,41567026,44949376,4020
1,8538,602,0,0,1098,980,11087,0,41567019,44949394,4020
1,8624,610,0,0,1087,978,11650,0,41567012,44949413,4020
1,8686,617,0,0,1076,977,12196,0,41567002,44949428,4020
1,8747,625,0,0,1065,974,12644,0,41566994,44949444,4020
1,8789,634,0,0,1052,974,13041,0,41566982,44949459,4020
1,8858,644,0,0,1038,973,13441,0,41566971,44949474,4020
1,8984,653,0,0,1027,973,13776,0,41566959,44949488,4020
1,9088,663,0,0,1018,972,14042,0,41566946,44949501,4020
1,9219,673,0,0,1011,973,14224,0,41566932,44949514,4020
1,9337,683,0,0,1004,973,14359,0,41566919,44949528,4020
1,9475,692,0,0,999,973,14464,0,41566906,44949541,4020
1,9592,702,0,0,994,974,14509,0,41566891,44949553,4020
1,9719,712,0,0,991,973,14556,0,41566876,44949566,4020
1,9848,721,0,0,988,975,14572,0,41566862,44949579,4020
1,9971,730,0,0,984,974,14573,0,41566847,44949593,4010
1,10097,740,0,0,984,975,14555,0,41566832,44949606,4010
