Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,12886,1001,0,0,905,1047,12774,0,41566102.87988418,44949774.57122037,4060
1,12853,985,0,0,885,1037,12774,0,41566101,44949777,4060
1,12690,950,0,0,864,1024,12700,0,41566093,44949791,4050
1,12631,939,0,0,860,1025,12642,0,41566080,44949818,4050
1,12872,932,0,0,857,1030,12553,0,41566065,44949844,4050
1,12906,922,0,0,856,1041,12142,0,41566041,44949898,4050
1,12442,909,0,0,851,1045,11858,0,41566030,44949924,4050
1,11935,893,0,0,853,1043,11602,0,41566021,44949953,4050
1,11655,876,0,0,855,1044,11300,0,41566013,44949981,4050
1,11352,861,0,0,859,1029,11064,0,41566005,44950010,4050
1,11076,846,0,0,865,1024,10761,0,41566000,44950038,4050
1,11522,839,0,0,850,1026,10421,0,41565995,44950066,4050
1,11682,838,0,0,848,1042,10063,0,41565993,44950096,4050
1,11933,825,0,0,836,1039,9725,0,41565991,44950123,4050
1,12106,805,0,0,827,1020,9472,0,41565990,44950151,4050
1,11467,794,0,0,829,1002,9184,0,41565990,44950180,4050
1,11547,793,0,0,841,991,8870,0,41565991,44950206,4040
1,11344,793,0,0,840,994,8262,0,41565996,44950233,4050
1,11446,797,0,0,840,998,7861,0,41566000,44950260,4050
1,11404,800,0,0,853,998,7418,0,41566006,44950285,4040
1,11576,797,0,0,853,1000,6981,0,41566015,44950310,4040
1,11536,797,0,0,862,1000,6690,0,41566023,44950335,4040
1,11474,797,0,0,889,978,6237,0,41566033,44950358,4040
1,11472,797,0,0,909,977,5832,0,41566045,44950381,4040
1,11322,814,0,0,909,982,5832,0,41566057,44950402,4040
1,11231,821,0,0,972,982,5117,0,41566070,44950423,4040
1,11391,827,0,0,1005,985,5117,0,41566085,44950442,4040
1,11465,827,0,0,1018,980,4509,0,41566100,44950461,4040
1,11554,838,0,0,1041,987,4461,0,41566115,44950481,4040
1,11569,845,0,0,1056,978,4340,0,41566130,44950500,4040
1,11709,851,0,0,1058,986,4340,0,41566145,44950520,4040
1,11857,857,0,0,1058,979,4437,0,41566160,44950540,4030
1,11797,864,0,0,1056,979,4572,0,41566175,44950560,4030
1,11964,870,0,0,1054,982,4672,0,41566190,44950580,4030
1,11834,870,0,0,1054,984,4807,0,41566205,44950603,4030
1,11904,882,0,0,1047,984,4977,0,41566218,44950625,4030
1,11988,888,0,0,1050,985,5083,0,41566231,44950648,4030
1,12045,888,0,0,1050,987,5083,0,41566244,44950671,4030
1,12155,893,0,0,1042,987,5283,0,41566258,44950695,4030
1,12197,902,0,0,1026,984,5383,0,41566271,44950718,4030
1,12254,902,0,0,1010,988,5383,0,41566278,44950730,4030
1,12325,908,0,0,998,1008,5468,0,41566285,44950743,4020
1,12389,916,0,0,981,1030,5659,0,41566310,44950793,4020
1,12442,910,0,0,960,1056,5659,0,41566315,44950805,4020
1,12072,893,0,0,937,1062,5711,0,41566321,44950818,4020
1,11365,870,0,0,937,1065,5734,0,41566346,44950870,4020
1,10804,847,0,0,905,1065,5718,0,41566358,44950895,4020
1,10321,824,0,0,905,1063,5647,0,41566370,44950920,4020
1,9861,824,0,0,894,1063,5521,0,41566383,44950943,4020
1,9143,778,0,0,894,1064,5320,0,41566395,44950965,4020
1,8513,778,0,0,893,1064,5019,0,41566408,44950985,4020
1,8474,731,0,0,893,1065,5019,0,41566422,44951002,4020
1,8444,731,0,0,901,1065,4468,0,41566436,44951020,4010
1,8293,683,0,0,897,1063,4468,0,41566450,44951035,4010
1,8304,683,0,0,888,1060,3866,0,41566465,44951050,4010
1,8047,662,0,0,890,1048,3866,0,41566479,44951061,4010
1,7933,641,0,0,888,1034,3131,0,41566493,44951073,4010
1,8907,625,0,0,872,1020,3131,0,41566499,44951078,4010
1,8980,617,0,0,870,1005,2832,0,41566506,44951083,4010
1,8937,611,0,0,865,1001,2301,0,41566521,44951090,4010
1,8960,611,0,0,865,1000,1724,0,41566536,44951095,4010
1,8916,614,0,0,870,1000,1303,0,41566551,44951098,4010
1,8904,613,0,0,870,1000,813,0,41566566,44951101,4010
1,8801,613,0,0,872,1000,141,0,41566583,44951100,4010
1,8830,613,0,0,876,1003,35532,0,41566598,44951096,4010
1,8835,613,0,0,875,1007,34412,0,41566628,44951085,4010
1,8739,612,0,0,879,1014,34412,0,41566641,44951076,4010
1,8870,607,0,0,877,1018,33357,0,41566655,44951066,4010
1,8777,601,0,0,878,1015,33357,0,41566661,44951061,4010
1,8782,594,0,0,873,1009,32804,0,41566667,44951055,4010
1,8653,589,0,0,882,994,32360,0,41566677,44951043,4010
1,8646,588,0,0,881,993,31687,0,41566689,44951028,4010
1,8532,592,0,0,883,987,31212,0,41566697,44951011,4010
1,8467,595,0,0,888,990,30602,0,41566706,44950995,4010
1,8581,598,0,0,891,995,30013,0,41566712,44950976,4010
1,8680,604,0,0,886,1001,29448,0,41566717,44950958,4010
1,8777,603,0,0,886,1014,28968,0,41566722,44950938,4010
1,8779,600,0,0,880,1006,28483,0,41566724,44950918,4010
1,8875,595,0,0,879,1000,27953,0,41566726,44950898,4010
1,8860,591,0,0,875,995,27502,0,41566726,44950878,4010
1,8967,596,0,0,887,1003,27029,0,41566726,44950856,4010
1,8807,597,0,0,894,1012,26423,0,41566722,44950836,4010
1,8684,592,0,0,901,1005,25922,0,41566719,44950818,4020
1,8648,588,0,0,916,1000,25255,0,41566712,44950798,4010
1,8673,588,0,0,916,978,24765,0,41566706,44950780,4020
1,8826,589,0,0,922,978,24170,0,41566697,44950763,4020
1,8759,606,0,0,922,970,23851,0,41566689,44950746,4020
1,8759,606,0,0,948,970,23511,0,41566681,44950730,4020
1,8835,627,0,0,948,969,22985,0,41566669,44950715,4020
1,8899,627,0,0,957,969,22260,0,41566646,44950686,4020
1,8961,649,0,0,960,971,22260,0,41566634,44950673,4020
1,9063,649,0,0,966,976,21813,0,41566621,44950660,4020
1,9146,659,0,0,969,978,21813,0,41566607,44950648,4020
1,9253,666,0,0,978,975,21542,0,41566593,44950635,4020
1,9341,674,0,0,985,976,21542,0,41566587,44950629,4020
1,9428,684,0,0,994,976,21431,0,41566580,44950623,4020
1,9522,692,0,0,1004,980,21313,0,41566565,44950611,4020
1,9632,699,0,0,1011,978,21203,0,41566550,44950600,4020
1,9715,707,0,0,1025,981,21152,0,41566535,44950588,4020
1,9815,715,0,0,1025,983,21157,0,41566520,44950575,4030
1,9900,722,0,0,1041,983,21184,0,41566505,44950563,4030
1,10006,734,0,0,1056,980,21212,0,41566490,44950550,4030
1,10095,734,0,0,1073,980,21269,0,41566475,44950538,4030
1,10240,742,0,0,1088,980,21335,0,41566460,44950523,4030
1,10353,750,0,0,1099,986,21582,0,41566430,44950495,4030
1,10395,756,0,0,1105,985,21582,0,41566423,44950488,4030
1,10443,761,0,0,1099,991,21831,0,41566415,44950480,4030
1,10555,765,0,0,1099,992,22109,0,41566401,44950461,4030
1,10621,769,0,0,1094,992,22407,0,41566388,44950445,4030
1,10636,776,0,0,1096,985,22701,0,41566375,44950425,4030
1,10659,776,0,0,1089,985,22991,0,41566363,44950405,4030
1,10720,782,0,0,1113,979,23298,0,41566351,44950385,4030
1,10830,788,0,0,1113,989,23770,0,41566331,44950341,4040
1,10978,795,0,0,1134,989,23770,0,41566326,44950330,4040
1,11049,801,0,0,1134,998,23978,0,41566321,44950318,4040
1,11053,801,0,0,1158,998,24285,0,41566313,44950295,4040
1,11137,802,0,0,1158,1000,24476,0,41566305,44950270,4040
1,11160,802,0,0,1162,1000,25223,0,41566293,44950220,4040
1,11229,799,0,0,1162,991,25223,0,41566289,44950194,4040
1,11246,799,0,0,1156,991,25981,0,41566285,44950168,4040
1,11257,804,0,0,1156,992,25981,0,41566285,44950142,4040
1,11303,804,0,0,1144,992,26911,0,41566285,44950115,4040
1,11387,808,0,0,1130,998,26911,0,41566286,44950088,4040
1,11240,808,0,0,1114,1002,27635,0,41566288,44950061,4040
1,11327,805,0,0,1101,993,27635,0,41566293,44950036,4040
1,11096,808,0,0,1092,991,28339,0,41566298,44950010,4040
1,10980,810,0,0,1070,990,28339,0,41566304,44949985,4040
1,11017,814,0,0,1067,987,29054,0,41566311,44949959,4050
1,11094,819,0,0,1068,989,29259,0,41566320,44949934,4050
1,11146,822,0,0,1063,985,29390,0,41566328,44949911,4050
1,11206,827,0,0,1061,989,29595,0,41566338,44949886,4050
1,11248,833,0,0,1061,992,29773,0,41566348,44949863,4050
1,11305,836,0,0,1057,993,29912,0,41566358,44949839,4050
1,11359,838,0,0,1054,991,30070,0,41566370,44949816,4050
1,11415,841,0,0,1054,992,30213,0,41566380,44949793,4050
1,11465,845,0,0,1042,992,30350,0,41566393,44949769,4050
1,11516,847,0,0,1042,992,30489,0,41566405,44949746,4050
1,11554,847,0,0,1029,992,30622,0,41566418,44949724,4050
1,11596,855,0,0,1029,992,30731,0,41566430,44949703,4050
1,11650,855,0,0,1019,992,30839,0,41566445,44949681,4050
1,11689,862,0,0,1017,992,30839,0,41566458,44949659,4050
1,11734,862,0,0,1017,991,30971,0,41566471,44949636,4050
1,11787,869,0,0,1010,991,30971,0,41566485,44949615,4050
1,11829,872,0,0,1010,991,31062,0,41566500,44949593,4060
1,11878,872,0,0,1000,991,31062,0,41566514,44949571,4060
1,11921,879,0,0,998,992,31132,0,41566528,44949549,4060
1,11966,879,0,0,996,990,31162,0,41566543,44949528,4060
1,12012,884,0,0,996,990,31162,0,41566558,44949506,4060
1,12055,889,0,0,996,990,31174,0,41566573,44949484,4060
1,12096,892,0,0,996,993,31174,0,41566587,44949462,4060
1,12131,892,0,0,999,993,31142,0,41566601,44949439,4060
1,12170,897,0,0,1002,991,31154,0,41566616,44949418,4060
1,12202,897,0,0,1003,1006,31153,0,41566631,44949396,4060
1,12232,901,0,0,1011,1061,31153,0,41566646,44949374,4060
1,12028,896,0,0,1019,1070,31148,0,41566661,44949351,4060
1,11194,848,0,0,1024,1072,31148,0,41566668,44949340,4060
1,10244,822,0,0,1024,1073,31143,0,41566676,44949328,4060
1,9791,797,0,0,1052,1073,31185,0,41566691,44949306,4060
1,8955,770,0,0,1068,1070,31216,0,41566719,44949266,4070
1,8553,770,0,0,1082,1066,31287,0,41566732,44949246,4070
1,8783,722,0,0,1082,1065,31381,0,41566746,44949228,4070
1,9026,697,0,0,1088,1065,31515,0,41566759,44949211,4070
1,9026,674,0,0,1103,1062,31515,0,41566773,44949196,4070
1,8927,674,0,0,1104,1054,32004,0,41566787,44949181,4070
1,8364,653,0,0,1104,1040,32379,0,41566801,44949168,4070
1,8278,635,0,0,1115,1040,32761,0,41566816,44949158,4070
1,8377,604,0,0,1115,1033,32761,0,41566822,44949153,4070
1,8237,604,0,0,1098,1033,33064,0,41566829,44949148,4070
1,7986,583,0,0,1110,1022,33599,0,41566844,44949139,4070
1,8298,583,0,0,1111,1010,34544,0,41566872,44949129,4070
1,8306,569,0,0,1093,1015,34544,0,41566886,44949129,4070
1,8490,563,0,0,1100,1023,35685,0,41566901,44949128,4070
1,8286,555,0,0,1104,1007,35685,0,41566915,44949129,4070
1,8303,548,0,0,1102,1014,516,0,41566929,44949131,4070
1,8141,549,0,0,1102,1016,1304,0,41566942,44949138,4070
1,8056,547,0,0,1104,1016,1829,0,41566956,44949144,4070
1,8088,535,0,0,1123,1015,2135,0,41566967,44949151,4070
1,7813,535,0,0,1122,997,2821,0,41566979,44949161,4070
1,7882,534,0,0,1124,998,3318,0,41566991,44949171,4070
1,7731,540,0,0,1112,1000,4125,0,41566999,44949184,4070
1,7593,537,0,0,1112,1004,4125,0,41567003,44949191,4070
1,7585,535,0,0,1101,989,4745,0,41567007,44949199,4070
1,7599,538,0,0,1096,990,5576,0,41567014,44949214,4070
1,7629,541,0,0,1096,988,6292,0,41567021,44949231,4060
1,7722,546,0,0,1104,994,6850,0,41567024,44949248,4060
1,7831,550,0,0,1104,992,7296,0,41567027,44949266,4060
1,7886,551,0,0,1105,992,7896,0,41567029,44949284,4060
1,7924,557,0,0,1104,984,8417,0,41567031,44949303,4060
1,7960,557,0,0,1105,979,8959,0,41567029,44949319,4060
1,7971,563,0,0,1104,984,9486,0,41567027,44949338,4060
1,8099,572,0,0,1096,982,10665,0,41567017,44949374,4060
1,8209,577,0,0,1091,983,10665,0,41567015,44949382,4060
1,8249,581,0,0,1084,978,11197,0,41567012,44949391,4060
1,8319,590,0,0,1072,976,11662,0,41567004,44949408,4060
1,8346,598,0,0,1056,977,12164,0,41566996,44949423,4050
1,8430,606,0,0,1049,974,12665,0,41566987,44949439,4050
1,8526,616,0,0,1038,974,13008,0,41566977,44949454,4050
1,8636,624,0,0,1025,972,13368,0,41566966,44949468,4050
1,8773,634,0,0,1025,975,13618,0,41566954,44949481,4050
1,8888,645,0,0,1021,975,13807,0,41566942,44949496,4050
1,9004,662,0,0,1015,973,13927,0,41566931,44949509,4050
1,9128,662,0,0,1012,974,14078,0,41566917,44949523,4050
1,9247,673,0,0,1013,974,14176,0,41566904,44949536,4050
1,9369,682,0,0,1010,976,14303,0,41566877,44949563,4050
1,9513,690,0,0,1009,973,14303,0,41566871,44949569,4050
1,9641,700,0,0,1006,971,14336,0,41566864,44949576,4050
1,9762,710,0,0,1001,972,14366,0,41566849,44949589,4050
1,9896,720,0,0,993,973,14400,0,41566836,44949603,4050
1,10013,730,0,0,986,975,14459,0,41566821,44949618,4050
1,10157,739,0,0,983,974,14490,0,41566806,44949631,4050
1,10275,748,0,0,979,976,14494,0,41566791,44949644,4050
1,10386,758,0,0,980,974,14475,0,41566776,44949659,4050
1,10515,766,0,0,983,978,14431,0,41566761,44949674,4050
1,10617,775,0,0,987,976,14369,0,41566746,44949689,4050
1,10739,784,0,0,987,980,14301,0,41566731,44949704,4050
1,10845,791,0,0,988,978,14268,0,41566714,44949721,4050
1,10958,799,0,0,982,976,14199,0,41566699,44949738,4050
1,11068,807,0,0,971,982,14175,0,41566684,44949753,4040
1,11177,816,0,0,959,1000,14147,0,41566667,44949769,4040
1,11337,822,0,0,935,1027,14140,0,41566653,44949786,4040
1,10879,816,0,0,923,1049,14108,0,41566636,44949804,4040
1,9450,802,0,0,907,1058,14058,0,41566621,44949821,4040
1,8972,781,0,0,894,1058,13961,0,41566605,44949839,4040
1,9267,758,0,0,891,1047,13796,0,41566591,44949858,4040
1,9669,739,0,0,886,1050,13645,0,41566576,44949876,4040
1,9386,724,0,0,886,1057,13283,0,41566565,44949894,4040
1,9260,685,0,0,886,1057,13045,0,41566553,44949914,4040
1,8957,667,0,0,895,1053,12683,0,41566541,44949934,4040
1,8739,667,0,0,894,1042,12259,0,41566533,44949954,4040
1,8817,646,0,0,891,1026,11555,0,41566520,44949996,4040
1,8877,634,0,0,879,1007,11150,0,41566515,44950016,4040
1,8951,631,0,0,883,1014,11150,0,41566513,44950027,4040
1,9149,630,0,0,875,1006,10683,0,41566510,44950038,4040
1,9114,623,0,0,869,1009,10323,0,41566508,44950058,4040
1,9053,620,0,0,879,999,9806,0,41566506,44950080,4040
1,9093,621,0,0,879,1007,9403,0,41566506,44950101,4030
1,9118,619,0,0,884,1007,8685,0,41566508,44950121,4030
1,8931,613,0,0,884,1003,8276,0,41566511,44950143,4030
1,8659,613,0,0,891,1003,7736,0,41566516,44950163,4030
1,8788,607,0,0,890,993,7078,0,41566521,44950183,4030
1,8814,607,0,0,883,979,6131,0,41566536,44950220,4030
1,8869,615,0,0,881,988,6131,0,41566546,44950235,4030
1,8999,623,0,0,883,999,5247,0,41566556,44950251,4030
1,9182,625,0,0,882,1016,5247,0,41566562,44950258,4030
1,9206,622,0,0,881,1013,4740,0,41566568,44950266,4030
1,9272,615,0,0,882,1012,4235,0,41566581,44950280,4030
1,9114,609,0,0,870,997,3659,0,41566595,44950290,4030
1,9089,608,0,0,856,993,3248,0,41566608,44950300,4030
1,9089,609,0,0,856,988,2814,0,41566623,44950308,4030
1,9099,614,0,0,852,988,2254,0,41566638,44950315,4030
1,9113,625,0,0,852,990,1689,0,41566653,44950320,4030
1,9052,625,0,0,859,997,1112,0,41566667,44950321,4030
1,9053,626,0,0,872,1000,455,0,41566684,44950321,4020
1,8878,627,0,0,872,1000,35209,0,41566716,44950316,4030
1,8836,626,0,0,877,1001,35209,0,41566723,44950313,4030
1,8862,626,0,0,884,997,34610,0,41566731,44950310,4030
1,8960,627,0,0,884,1000,34057,0,41566746,44950301,4030
1,8987,627,0,0,885,996,33564,0,41566759,44950291,4030
1,8987,627,0,0,885,996,33564,0,41566765,44950286,4030
1,8928,627,0,0,893,994,33165,0,41566772,44950281,4030
1,8916,629,0,0,906,993,32586,0,41566784,44950268,4030
1,8911,632,0,0,921,991,32096,0,41566796,44950253,4030
1,8968,634,0,0,944,985,31688,0,41566807,44950238,4030
1,8955,637,0,0,963,975,31197,0,41566817,44950221,4030
