Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,12547,992,0,0,917,1054,12661,0,41566101.29831249,44949773.29048886,4050
1,12224,973,0,0,904,1060,12661,0,41566097,44949784,4050
1,12192,953,0,0,893,1056,12556,0,41566090,44949798,4050
1,12111,930,0,0,886,1042,12437,0,41566076,44949824,4050
1,12254,910,0,0,870,1021,12302,0,41566063,44949851,4040
1,12345,901,0,0,859,1011,12152,0,41566051,44949878,4040
1,12389,899,0,0,852,1015,11927,0,41566041,44949904,4040
1,12557,895,0,0,846,1018,11678,0,41566031,44949931,4040
1,12442,888,0,0,838,1008,11419,0,41566023,44949959,4040
1,12455,880,0,0,843,1006,11193,0,41566016,44949988,4040
1,12409,881,0,0,860,1002,10866,0,41566010,44950016,4040
1,12647,880,0,0,834,1018,10506,0,41566006,44950045,4040
1,12479,875,0,0,837,1037,10173,0,41566003,44950075,4040
1,12518,869,0,0,845,1041,9845,0,41566001,44950105,4040
1,12544,849,0,0,829,1034,9517,0,41566000,44950133,4040
1,11558,832,0,0,820,1014,9228,0,41566001,44950163,4040
1,11741,828,0,0,846,1004,9042,0,41566001,44950191,4030
1,11679,822,0,0,840,1000,8372,0,41566006,44950220,4040
1,11675,822,0,0,825,998,8036,0,41566010,44950248,4030
1,11684,825,0,0,841,1001,7753,0,41566016,44950275,4030
1,11691,823,0,0,836,1004,7231,0,41566025,44950300,4030
1,11340,822,0,0,847,999,6921,0,41566033,44950326,4030
1,11478,822,0,0,865,1002,6547,0,41566041,44950351,4030
1,11666,821,0,0,897,994,6137,0,41566053,44950375,4030
1,11567,822,0,0,927,987,5667,0,41566065,44950398,4030
1,11569,824,0,0,961,982,5340,0,41566078,44950420,4030
1,11536,831,0,0,991,983,4970,0,41566091,44950440,4030
1,11560,838,0,0,1025,982,4724,0,41566106,44950460,4030
1,11605,843,0,0,1044,982,4531,0,41566121,44950480,4020
1,11746,850,0,0,1052,986,4450,0,41566136,44950500,4020
1,11907,857,0,0,1049,990,4476,0,41566151,44950520,4020
1,11836,859,0,0,1046,989,4517,0,41566166,44950540,4020
1,12285,862,0,0,1037,984,4613,0,41566181,44950560,4020
1,11930,868,0,0,1033,982,4810,0,41566195,44950581,4020
1,11895,874,0,0,1032,985,4945,0,41566208,44950605,4020
1,11956,880,0,0,1042,984,5058,0,41566223,44950626,4020
1,12028,886,0,0,1042,984,5059,0,41566236,44950650,4020
1,12116,890,0,0,1037,984,5120,0,41566250,44950673,4020
1,12185,897,0,0,1033,983,5220,0,41566263,44950696,4020
1,12249,903,0,0,1027,986,5303,0,41566276,44950720,4020
1,12317,908,0,0,1021,986,5394,0,41566290,44950745,4020
1,12391,913,0,0,1009,996,5501,0,41566301,44950770,4010
1,12458,918,0,0,995,1019,5553,0,41566315,44950795,4010
1,12484,917,0,0,979,1046,5600,0,41566328,44950820,4010
1,11639,905,0,0,958,1064,5637,0,41566340,44950845,4010
1,11005,882,0,0,931,1066,5669,0,41566353,44950871,4010
1,10681,858,0,0,915,1062,5716,0,41566365,44950896,4010
1,10217,835,0,0,897,1064,5642,0,41566376,44950921,4010
1,10121,813,0,0,884,1065,5549,0,41566388,44950945,4010
1,9970,790,0,0,880,1064,5415,0,41566401,44950966,4010
1,9899,765,0,0,879,1059,5200,0,41566413,44950988,4010
1,9626,744,0,0,881,1059,4924,0,41566426,44951006,4010
1,9196,724,0,0,882,1057,4607,0,41566441,44951025,4010
1,9055,702,0,0,884,1054,4236,0,41566455,44951040,4010
1,8848,682,0,0,881,1047,3857,0,41566470,44951055,4010
1,8782,664,0,0,879,1039,3504,0,41566485,44951066,4010
1,8724,648,0,0,875,1033,3121,0,41566500,44951078,4010
1,8719,635,0,0,871,1018,2730,0,41566515,44951086,4010
1,8741,625,0,0,867,1004,2265,0,41566530,44951095,4010
1,8976,620,0,0,863,992,1802,0,41566545,44951100,4010
1,8982,623,0,0,865,992,1289,0,41566561,44951105,4010
1,9053,628,0,0,863,1001,759,0,41566576,44951105,4010
1,8936,629,0,0,866,1000,226,0,41566593,44951105,4010
1,8952,627,0,0,872,1000,35621,0,41566608,44951101,4010
1,9000,627,0,0,875,1002,35059,0,41566623,44951096,4010
1,9017,628,0,0,870,1014,34459,0,41566638,44951090,4010
1,9066,625,0,0,872,1015,33991,0,41566653,44951081,4010
1,9056,618,0,0,869,1013,33427,0,41566666,44951071,4010
1,9048,612,0,0,865,1004,32900,0,41566679,44951060,4010
1,8979,609,0,0,869,999,32441,0,41566691,44951046,4010
1,8886,608,0,0,878,1001,31883,0,41566701,44951031,4010
1,8854,610,0,0,876,998,31268,0,41566711,44951015,4010
1,8742,609,0,0,885,1002,30720,0,41566719,44950998,4010
1,8762,608,0,0,888,994,30076,0,41566726,44950980,4010
1,8830,609,0,0,890,997,29522,0,41566732,44950960,4010
1,8795,611,0,0,885,995,29044,0,41566737,44950940,4010
1,8793,612,0,0,889,1001,28620,0,41566741,44950920,4010
1,8835,613,0,0,886,1001,28027,0,41566742,44950900,4010
1,8980,612,0,0,892,999,27588,0,41566742,44950878,4010
1,9034,610,0,0,885,1007,27095,0,41566742,44950858,4010
1,9040,612,0,0,879,996,26675,0,41566739,44950836,4010
1,9041,608,0,0,887,999,26139,0,41566736,44950816,4020
1,9174,608,0,0,889,989,25648,0,41566732,44950796,4020
1,9295,614,0,0,880,1000,25135,0,41566726,44950776,4020
1,9151,614,0,0,879,995,24768,0,41566719,44950758,4020
1,9435,614,0,0,894,987,24202,0,41566711,44950740,4020
1,9263,617,0,0,899,997,23534,0,41566701,44950723,4020
1,9401,624,0,0,920,992,23230,0,41566691,44950706,4020
1,9170,622,0,0,940,984,22745,0,41566679,44950693,4020
1,8866,622,0,0,967,965,22214,0,41566666,44950680,4020
